thread_name,thread_url,engine_code,engine_spec,prod_year,message,reason
Clio 4 Lastik Kaptoru Kontrol Ettirin Uyarisi,https://www.otoclubturkiye.com/forum/topic/280773-clio-4-lastik-kaptoru-kontrol-ettirin-uyar%C4%B1s%C4%B1/,CLIO_IV,unknown,,denedim sifirlandi ariza isigi sondu fakat sanirim ya lastik hava kaciriyor tekrar hata verdi yada basinc sensoru arizali o yuzden onu musait bi anda kontrol edicem artik tesekkurler arkadasalr,mechanical_or_context_signal
Gicirti Sesi,https://www.otoclubturkiye.com/forum/topic/280861-g%C4%B1c%C4%B1rt%C4%B1-sesi/,unknown,unknown,,"Arkadaslar kasislerden gecerken lastik gicirtisi gibi onden ve arkadan ses geliyor, amortisorler saglam. neden olabilir acaba",mechanical_or_context_signal
Gicirti Sesi,https://www.otoclubturkiye.com/forum/topic/280861-g%C4%B1c%C4%B1rt%C4%B1-sesi/,unknown,unknown,,Amortisor takozu,very_short_signal
Gicirti Sesi,https://www.otoclubturkiye.com/forum/topic/280861-g%C4%B1c%C4%B1rt%C4%B1-sesi/,unknown,unknown,,z rotlardan geliyor olabilir,short_signal
Gicirti Sesi,https://www.otoclubturkiye.com/forum/topic/280861-g%C4%B1c%C4%B1rt%C4%B1-sesi/,unknown,unknown,,Amortisor ust tablasi?,short_signal
Gicirti Sesi,https://www.otoclubturkiye.com/forum/topic/280861-g%C4%B1c%C4%B1rt%C4%B1-sesi/,unknown,unknown,,Hava degisimlerinde olabiliyor.Surekli ses cikartiyorsa basta z rot ve a mortisor ust tablasi kontrol edilmeli diye biliyorum,mechanical_or_context_signal
Gicirti Sesi,https://www.otoclubturkiye.com/forum/topic/280861-g%C4%B1c%C4%B1rt%C4%B1-sesi/,unknown,unknown,,ayni ses benim arka taraftan geliyor hafta sonu bakima gittigimde ustama baktiricam,mechanical_or_context_signal
Gicirti Sesi,https://www.otoclubturkiye.com/forum/topic/280861-g%C4%B1c%C4%B1rt%C4%B1-sesi/,unknown,unknown,,Lastikleriniz eskimis ve gevremis olabilir.Esnedikce ses yapabilir.,mechanical_or_context_signal
Gicirti Sesi,https://www.otoclubturkiye.com/forum/topic/280861-g%C4%B1c%C4%B1rt%C4%B1-sesi/,unknown,unknown,,On takimlardaki lastikler yaglanirsa gecer.. ama tekrarlar.,mechanical_or_context_signal
Gicirti Sesi,https://www.otoclubturkiye.com/forum/topic/280861-g%C4%B1c%C4%B1rt%C4%B1-sesi/,unknown,unknown,,"Her yer kasis her yer cukur her yer tumsek adim basi dur kalk hele o yolun ortasina yaptiklari ve uzerleri boyanmamis tumsekler yok mu araclari hasat ediyorlar, alti yakin araclarin bir cogu o tumseklerde eksozlarini birakip gidiyor. bakima gidince bir baktirayim benimde aklima amortisor takozlari geliyor. bir arkadas lastikler eskidir demis lastikler yeni 2 gun oldu taktirali ondan oncede kisliklar vardi onlarda yeniydi.",mechanical_or_context_signal
Clio 4 Yetersiz Teyp Ses Seviye,https://www.otoclubturkiye.com/forum/topic/280891-clio-4-yetersiz-teyp-ses-seviye/,CLIO_IV,unknown,,Arkadaslar ufak bi sorum var Bilen bilir clio 4 lerde hoparlorlerden cok az ses geliyor ben tesisat baglicam fakat az ses ciktigi icin yanasamiyorum bi anlam ifade etmiyecegi icin ne gibi bisi tavsiye edersiniz ? kapi kolonlarini degistirsem ve arka kapilarada taksam is gorur mu ve hangi hoparloru almam gerekir tesekkurler...,mechanical_or_context_signal
Clio 4 Yetersiz Teyp Ses Seviye,https://www.otoclubturkiye.com/forum/topic/280891-clio-4-yetersiz-teyp-ses-seviye/,CLIO_IV,unknown,,bende ki joy bunda olur mu o hic bilmiom ki,medium_length_no_noise
Clio 4 Yetersiz Teyp Ses Seviye,https://www.otoclubturkiye.com/forum/topic/280891-clio-4-yetersiz-teyp-ses-seviye/,CLIO_IV,unknown,,Benim clio touch donanimdi rnav ekran ve on arka kapilarda kolon vardi on konsoldaki yuvalar dolu saniyordum bigun kulagimi oraya dogru uzattim calmadigini fark ettim bir hisimla actim o kapaklari birde ne goreyim sadece goruntuden ibaretmis acayip moralim bozulmustu:(,medium_length_no_noise
Clio 4 Yetersiz Teyp Ses Seviye,https://www.otoclubturkiye.com/forum/topic/280891-clio-4-yetersiz-teyp-ses-seviye/,CLIO_IV,unknown,,Yusuf kardesim orjinal teyb ile kullanicaksan ufak bir anfi destegi ile kapilardaki hoparlorleri degis cok iyi ses alirsn hatta bassa bile ihtiyac duymassn. Anfiyi orjinal teybe baglanti yapiyorlar.,mechanical_or_context_signal
Clio 4 Yetersiz Teyp Ses Seviye,https://www.otoclubturkiye.com/forum/topic/280891-clio-4-yetersiz-teyp-ses-seviye/,CLIO_IV,unknown,,Ses yuksek cikmiyor ama on hoparlor kapaklarinin ozel salyangoz yapisi kaynakli kalitesi beni tatmin ediyor. Sadece arkalara 1 er takim kolon alarak islemi tamamlamayi dusunuyorum. Ancak teypte on/arka ayar bolumu yok. Belki yazilim ile ayrilma ihtimalleri olabilir.. Zaten 20 den fazla acmiyorum sesi. Amfi olayina hic girmem yani. Teybin tipinden bes para etmedigi anlasiliyor zaten.. Cok paramiz olsa Clio Joy almazidik. Arka kolonlar ve on gogusteki tivitirlar icin kablo tesisati var mi acaba?,mechanical_or_context_signal
Clio 4 Yetersiz Teyp Ses Seviye,https://www.otoclubturkiye.com/forum/topic/280891-clio-4-yetersiz-teyp-ses-seviye/,CLIO_IV,unknown,,kerem abi on numara soylemis zati cok paramiz olsaydi clio joy almazdik herkese cok tesekkur ediyorum bilgilerinizi ve onerilerinizi paylastiginiz icin kafamda ufak bisiler oturdu arkaya kolay onlere twiter amfi bas zaten var sanirim bu sekilde biraz daha yuksek ses cikacak ve en azindan tatminkar edici olacaktir diye dusunuyorum olmadi kaldirir cope atarim ilk firsatta islemleri yapip sizlerle paylasacagim ileridi clio 4 icin ses sorunu yasayanlara belki bi faydam yada ornek teskil etmis olur,mechanical_or_context_signal
Clio 4 Yetersiz Teyp Ses Seviye,https://www.otoclubturkiye.com/forum/topic/280891-clio-4-yetersiz-teyp-ses-seviye/,CLIO_IV,unknown,,oda mantikli evet ama suan asiri bi butce ayiramiyorum dusuk butceyle cozum bulmanin taraftariyim,medium_length_no_noise
Clio 4 Yetersiz Teyp Ses Seviye,https://www.otoclubturkiye.com/forum/topic/280891-clio-4-yetersiz-teyp-ses-seviye/,CLIO_IV,unknown,,"Anahtarim olmadigi kesin de, marsa basmak nedir yahu? Ne kadar eskide kalmissin abi.. Gunumuze gel. Artik kol, anaktar falan kalmadi. Bi tus ile halletmis elin Frenci bu isi..",mechanical_or_context_signal
Clio 4 Yetersiz Teyp Ses Seviye,https://www.otoclubturkiye.com/forum/topic/280891-clio-4-yetersiz-teyp-ses-seviye/,CLIO_IV,unknown,,"Kaset? Oldu olacak tas plakcalar koyduralim abi senin araca.. Gunumuz teknolojisi o kadar ilerledi ki, birak kasedi, compact disk calar bilem yok artikin araclarda abi..",mechanical_or_context_signal
Clio 4 Yetersiz Teyp Ses Seviye,https://www.otoclubturkiye.com/forum/topic/280891-clio-4-yetersiz-teyp-ses-seviye/,CLIO_IV,unknown,,;)Ben de onu deyom iste... sen teypten bahsedince.... 25 Mart 2016 tarihinde Mukremin Kocataskin tarafindan duzenlendi,medium_length_no_noise
Clio 4 Yetersiz Teyp Ses Seviye,https://www.otoclubturkiye.com/forum/topic/280891-clio-4-yetersiz-teyp-ses-seviye/,CLIO_IV,unknown,,40 bin lik sifir bir otomobilden bahsediyorum abi ben.. Naylonlari uzerinde.,mechanical_or_context_signal
Clio 4 Sis Fari Yuvasinin Capi,https://www.otoclubturkiye.com/forum/topic/281102-clio-4-sis-far%C4%B1-yuvas%C4%B1n%C4%B1n-%C3%A7ap%C4%B1/,CLIO_IV,unknown,,Arkadaslar clio 4 un sislerinin yuva capi ne kadar acaba bilen var mi ? kac inc yada genisligi ne kadar buyuklukte farkli bi sis fari siparis ettim tereddutte kaldim uyar mi uymaz mi diye yoksa yuvayi kesip bicmem gerekecek bu seferde krom citasi uymayacak bi fikri olan var mi ?,medium_length_no_noise
Clio 4 Sis Fari Yuvasinin Capi,https://www.otoclubturkiye.com/forum/topic/281102-clio-4-sis-far%C4%B1-yuvas%C4%B1n%C4%B1n-%C3%A7ap%C4%B1/,CLIO_IV,unknown,,Sinyal kolunda sis anahtari yok ama benim aldigim gunduz fari gibi bisi olacagi icin ben parklara baglatiyorum eski fiesta da oyle yapmistim cokta guzel durmustu amerikan parklarla birlikte cinden yine farkli bi tasarim siparis ettim 1 ay a gelir az da degilmis orda yazan 13 inc cap acaba uyar mi onu dusunuyorum bende cok arastirdim bulamadim olculerini vaktim olsa bende inip olcmeyi dusundum ama is yerinde metre falanda yok unutmazsan vaktin olur sanada zahmet vermemis olursam memnun kalirim valla saoalsin,medium_length_no_noise
Clio 4 Sis Fari Yuvasinin Capi,https://www.otoclubturkiye.com/forum/topic/281102-clio-4-sis-far%C4%B1-yuvas%C4%B1n%C4%B1n-%C3%A7ap%C4%B1/,CLIO_IV,unknown,,"Yusuf, farin kendi capi 8 cm, cerceve dahil capi 9,5 cm.. Benimki Valeo marka.",medium_length_no_noise
Clio 4 Sis Fari Yuvasinin Capi,https://www.otoclubturkiye.com/forum/topic/281102-clio-4-sis-far%C4%B1-yuvas%C4%B1n%C4%B1n-%C3%A7ap%C4%B1/,CLIO_IV,unknown,,30 cm sis fari olmaz. Yanlis yazilmistir. Aldiginiz linki paylasirmisiniz.,medium_length_no_noise
Clio 4 Sis Fari Yuvasinin Capi,https://www.otoclubturkiye.com/forum/topic/281102-clio-4-sis-far%C4%B1-yuvas%C4%B1n%C4%B1n-%C3%A7ap%C4%B1/,CLIO_IV,unknown,,Clio 4 sis fari megane sis fari ile ayni buyukluktedir. Clio nun sis fari plastik Megane'in cam dir. Belki isinize yarar.,medium_length_no_noise
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,Merhabalar; Aracim 13500 kmde fakat 1 yili doldurdugu icin bakim zamani geldi gerci ben daha 1 bucuk ay oldu alali ama bendne oncesi vardi haliyle simdi serviste bu yillik bakimina gotursem ne kadar fiyat cikar? garantisi devam etsin diye yoksa kendim yapsam daha mi iyi olur ? karar vermedim acikcasi gereksiz yere servis e o kadar para vermekte istemiyorum sonucta ayni seyleri yapacaklar motor yagi filtreler tamam ben yapsam 250 tl serviste kim bilir ne kadar a cikicak 500u gecer tahminim ayrica bakimi ben yapsam garantiden cikartsam yada 20 binde servis e gotursem nasil olur fikirlerinizi bekliyorum,mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,Garanti devam etmesi icin servise gitmeniz iyi olur.,medium_length_no_noise
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,"Ben olsam garantiyi bozmam, bakim masrafi icinde 450-500 lirayi gozden cikartin derim",medium_length_no_noise
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,Soyle dusunun aracta durduk yere bir ariza meydana geldi servise gittiniz baktilar garanti disi bu sefer bakimdan daha fazla para odersiniz tecrubeyle sabittir,mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,"Tercih sizin, ileride olusabilecek buyuk bir ariza bedelinin karsilanmasi ya da garanti bozarak dusuk ucretle sanayide bakim yaptirmak. Bence garantiyi bozmayin. ""Aslani besleyen yemine katlanir"".",mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,460 tl havadan vericem mecburen gerci garanti diyorlarda bi cok seyde de garanti disi demesini biliyorlar gecen goturdum ugultu geliyordu lastiklerden bilyeler vs sanirim ustu asfalttan gelen lastik sesi diyerek gecistirdi kendi ustam gosterdim lift e kaldirdik araci bakti evet ses var dedi ama cok olmasada simdilik sorun olmaz ama ileride olur dedi simdi hangisine guvenmeli ? servisteki ustaya mi benim ustama mi ? ve servis bana boyle bi sorunda bisi yokdiyor ama bakim icin bana gel diyor celiski ortada,mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,Kesinlikle servise gidin . Direksiyon kutusu degisim ihtiyaci olabilir ilerde bozuk yollarda ses sorunu olusuyor garantiden cikarirsaniz araci basiniz agriyabilir. Ayrica on farlarda icten lekelenme yapiyor bunuda garantiden degistirmek zorunda kalacaksiniz,mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,"7. yasindaki Renault'unu hala yetkili servise goturen biri olarak: 1- 2-3 hafta bekleyin, %25 indirim kampanyasi gelecek. Ben de onu bekliyorum. 2- Bakimda mazot filtresini degistirtmeyin. 40bin km ya da 2 servis periyodu vardir. 3- Yetkili servis iyidir, hem arac garantide kalir (ki ben 7 yasindak aracimin bazi parcalarini hala ucretsiz degistirtirim) hem de yetkili bilgili gozler arabayi kontrol eder. 4- Yil ya da km, hangisi once gelirse servise gidilecektir. Yani 1 yil gecti ama 20bin km olmadi, bekleyeyim demek olmaz. Lokasyonunuz nerede bu arada?",mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,Satarken de rahat edersiniz. Full yetkili servis bakimli ve kayitli olunca hem sure ve hem de ucret olarak satis baya kolaylasir.,medium_length_no_noise
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,Dogru diyorsunuz 200 tl den kacicam diye ileride daha fazla masraflarda bana patlama olasiligi daha yuksek simdi kafama daha cok yatti aracin 1 yillik bakimi oldugu icin yag i ve filtreleri degistirtirim 20 bin de de mazot filtresini degistirtirim olamadi aradan garantiyide kurtarmis olurum sanirim lokasyon olarak beykoz dayim ben zaten 1 ay daha var beklerim biraz daha acelesi yok tesekkurler bilgiler icin arkadaslar,mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,"symbol 1,2 benzinli 10bin km'de aracimin yiilik bakimi tam 300tl tuttu. kendiniz yapmaya degmez.",mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,benzinli ile dizel in bakimi arasinda fark var diye biliyorum ama tahminim 450 tl civari olucak sanirim,medium_length_no_noise
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,Ben esimin clio4 0.9 motorlu araci icin 480 TL servisten fiyat aldim.Garantisi yeni bitmisti 200 Tl civarinda disarida hallettim.Tum filtreleri orjinal aldim sadece degisim ucreti verdim.Ancak garanti bitmeseydi kesin serviste yaptirirdim.Fakat 40 bin TL lik araca 480 TL fiya cok geldi ne yalan soyliyim gereksiz.,mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,Iste fiyati yuksek geldigi icin disarda yapayim diye dusunmustum ama mecburen serviste yaptiricam o lanet garanti yuzunden,medium_length_no_noise
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,Bence kesinlikle yetkili serviste yaptirin derim. 6 yasindaki aracimi bakimlar icin hâlâ yetkili servise goturuyorum.,medium_length_no_noise
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,Yani ne yazacagimi bilemedim yorumlar karsisinda... Gecen gun arkadasim yeni aldiklari SuperB'nin bakimini disarida yaptirmis. Ertesi gun yag filtresi patlamis aracin. 100-200tl'den kacacaklar diye 70binlik aracin motorunu ellerine alacaklardi. Ne diyeyim ki...,mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,oyle diyorsunuzda servisteki ustalarda usta olsa keske bana gecen gun araci gosterdigimde arac saga cekiyor direksiyonu biraktigimda diyorum rot balans tandir demiyorda kalkmis fabrika verilerinde yok 150 gr bisi baglayinda direksiyon eger arac duz gidiyorsa sorun yoktur falan diye bisiler sacmaladilar ne kadar dogru bilmiyorumda bana sacma geldi acikcasi isten kacmak icin soylenen bisimiy gibi geldi o yuzden tereddut ettim acikcasi ve bu lafi eden vatandaslara mi teslim edicem bakimlarinida ? sonra bana demesinler mi aractaki motor yagi gayet iyiydi degistirmedik o sizi goturur 20 bin e kadar o yuzden siz yinede servis bakim ucretini verin gibisinde biliyorum boyle yapamazlar elbette ama bu 150 gr mevzusunu soyleyenelrden ben cok sey beklerim... ayrica 150 gr mevzusunu ilk defa duydugum icin garibime gitti otomotiv sektorunde ilk defa boyle bisi duyuyorum gercekten var mi acaba,mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,"Ustalik gerektiren bir sey yok , filtreyi degistir, yagi bosalt vs.",mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,guvendigim tek seyde o zati Allahtan cok ustalik gerektiren bisi degil dediginiz gibi,medium_length_no_noise
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,"Kasap yetkili servislerin soyle bir farki var ,yagi fazla koyarlar.",mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,"Ustalik yagi filtreyi degistirmekte degil, bunlari degistirirken aracin genel durumunu kontrol etmekte. Bunu yapabilecek guvendiginiz birileri varsa, eyvallah. Yoksa kasaplara emanet. 150gr daan kasit, balans ayarinda 150gr'lik kursun koyulmasindan falan bahsedilmistir. Saniyorum biraz yuvarlak anlatilmis ki boyle soru isaretleri kalmis.",mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,yok o balanstan bahsetmiyor direksiyona baglanacak agirliktan bahsetti sacmaladi sanki biraz o yuzden dedim bende zati,mechanical_or_context_signal
Clio 4 1. Yil Bakimi,https://www.otoclubturkiye.com/forum/topic/281723-clio-4-1-y%C4%B1l-bak%C4%B1m%C4%B1/,CLIO_IV,unknown,,2013 dci clio sportourer 75000 km dizel aracima petronas 5w30 acea c4 sartnameli yag uyarmi Vestel_5000_2gb cihazimdan Tapatalk kullanilarak gonderildi,mechanical_or_context_signal
2003 Clio Dci Ile Ilgili 1-2 Soru,https://www.otoclubturkiye.com/forum/topic/282765-2003-clio-dci-ile-ilgili-1-2-soru/,DCI_unknown,DCI_unknown,2003,"S.a arkadaslar foruma cok fazla ugrayamiyorum islerden dolayi... Hic aklimizda yokken 2001 fiesta ghia mizi satip, clio aldik nasip artik.Resimleri daha sonra atarim insallah..Arac 2003 model dci 65bg expression modeli...Birincisi bu aracta immo varmi bilgisi olan varsa cevaplarsa sevinirim ben var diye tahmin ediyorum kadranda yanip sonen kirmizi bir isik var...Yedek anahtari satin aldigim kiside kaldi eger immo yoksa ugrasmayacagim yedegi cikarticagim ama immo varsa isteyecegim cipli anahtar biraz tuzlu oluyor malum...Ikincisi ilk defa dizel arac aldim km 161 binde experde motor cok iyi cikti tum fitreleri degisik bakimli ama dikkatimi ceken arac ilk kalkista ve 2. viteste gaza hafif yuklenince kisa sure siyah duman atiyor.racta cekiste falan herhangi bir sikintida yok motorsa da herhabngi bir farkli seste yok...bu durum acaba normalmi?",mechanical_or_context_signal
2003 Clio Dci Ile Ilgili 1-2 Soru,https://www.otoclubturkiye.com/forum/topic/282765-2003-clio-dci-ile-ilgili-1-2-soru/,DCI_unknown,DCI_unknown,2003,Hayirlisi olsun araciniz.. Her ne olursa olsun yedek anahtari alin eski sahibinden. Guvenlik amacli onemli. Vites gecisi ani gaza basmalarda hemen hemen tum dizeller o dumani atar. Sonrasi kesiyorsa onemli degil.,mechanical_or_context_signal
2003 Clio Dci Ile Ilgili 1-2 Soru,https://www.otoclubturkiye.com/forum/topic/282765-2003-clio-dci-ile-ilgili-1-2-soru/,DCI_unknown,DCI_unknown,2003,Hayirli olsun. Immo mevcut. Yedek anahtari her turlu alin. Az biraz siyah duman normaldir. Carbon clean iyi gelir,medium_length_no_noise
2003 Clio Dci Ile Ilgili 1-2 Soru,https://www.otoclubturkiye.com/forum/topic/282765-2003-clio-dci-ile-ilgili-1-2-soru/,DCI_unknown,DCI_unknown,2003,Siyah duman cok kisa sureli atiyor hemen kesiyor 1. ve 2. viteste oluyor sadece...carbon clear duruma gore bakariz simdilik wurth urunu kullandim dizel icin ama onemli bir durum olmadigi anlasiliyor yorumlardan sagolun.. Fiestayi 16300'e verdim serkan bey bordo renkli 177bindeydi lpg yoktu...Bu modellerde fiesta dusunuyorsaniz kesinlikle abs kli olan full ghia alin cok guzel arac gercekten...Yalniz benzinli almayin 1.25 olmasina ragmen hicte ekonomik degil sehir ici 37-38 kurus arasi yakiyor 40 larida gordugu oluyor kullanima bagli olarak...Acikcasi ben ust kasaya gecmek ve dizelini almak icin sattim ama butceme uygun temiz arac bulamadigim icin clio dizel aldim...Sattigim kasa gulen yuz ve 2002 de son buluyor ve de dizeli yok...Alirsaniz lpg lisini alin...,mechanical_or_context_signal
2003 Clio Dci Ile Ilgili 1-2 Soru,https://www.otoclubturkiye.com/forum/topic/282765-2003-clio-dci-ile-ilgili-1-2-soru/,DCI_unknown,DCI_unknown,2003,Saolasin ali bey yedegi alicaz aldigim arkadas astsubay sikinti yok...Bu ara beni mazur gorun fazla aktif olamiyorum isten dolayi Allaha emanet olun..,medium_length_no_noise
Klima Sorunsali,https://www.otoclubturkiye.com/forum/topic/282940-klima-sorunsal%C4%B1/,unknown,unknown,2012,"Merhaba arkadaslar, Sirkete yeni bir 2012 Renault clio 1.5 dizel arac aldim ama klimasinda sorun var bugun bir klimaciya ugradim kontrol etti gaz ful musurlerinde hicbir sikinti yok kompresoru kontrol etmemiz lazim dedi ama uzun surer dedi birakmadim bildiginiz uygun fiyatli bir klimaci varmidir ? Maslak sanayi de olabilir topkapi sanayide olabilir fikir verirseniz sevinirim. Iyi aksamlar",mechanical_or_context_signal
Klima Sorunsali,https://www.otoclubturkiye.com/forum/topic/282940-klima-sorunsal%C4%B1/,unknown,unknown,2012,"Merhaba, Klimaya gaz kacagi kontrolu yapildi mi? Kompresorde sorun olup olmadigi o an ortaya cikar zaten.",mechanical_or_context_signal
Kizdirma Ikaz Lambasi,https://www.otoclubturkiye.com/forum/topic/284569-k%C4%B1zd%C4%B1rma-ikaz-lambas%C4%B1/,unknown,unknown,2009,"Merhabalar, Halamin kullandigi sembol 1,4 dizel veya 1,5-dizel tam olarak bilmiyorum, manuel vites aracinda bir sorun nuksetmeye basladi. Trafik halindeyken arac gaz yemiyor, Normalde ben mondeo mk3 benzinli arac kullaniyorum acaba bana mi oyle geliyor dedim ama 1,6 dizel toyota kullanan amcamda denedi arac gaz yemiyor. Arac sollarken korkulacak duzeyde oluyor. Mazotu temiz ve bilindik yerlerden alir ve bakimlarini zamaninda yaptirir. Araba 2009 model ve 83 bin km de. Yolda 130 a gelene kadar cani cikiyor ondan sonra da gitmiyor ve kizdirma bujisi uyari lambasi yaniyor. Halam ozel bir servise goturdugunde bilgisayara bagladiklarinda gaz telinden meydana geldigini, bu araclarda gazin elektronik oldugunu soylemisler, ben birsey anlamadim Sizce sikinti neyden kaynaklaniyor, simdiden tesekkur ederim.",mechanical_or_context_signal
Kizdirma Ikaz Lambasi,https://www.otoclubturkiye.com/forum/topic/284569-k%C4%B1zd%C4%B1rma-ikaz-lambas%C4%B1/,unknown,unknown,2009,Kizdirma bujisi isigi yaniyor ise bujiler kontrol edilecek. Muhtemelen 4 u de degistirilmeli. Ayrica selenoid valfin da bakilmali.,mechanical_or_context_signal
Kizdirma Ikaz Lambasi,https://www.otoclubturkiye.com/forum/topic/284569-k%C4%B1zd%C4%B1rma-ikaz-lambas%C4%B1/,unknown,unknown,2009,"Sani bey bilgilendirme icin tesekkurler, Bu kizdirma bujilerinin maliyeti nasildir, ben dizel araclara cok uzagim o yuzden hic bilmiyorum usta bizi opmesin sonra",mechanical_or_context_signal
Kizdirma Ikaz Lambasi,https://www.otoclubturkiye.com/forum/topic/284569-k%C4%B1zd%C4%B1rma-ikaz-lambas%C4%B1/,unknown,unknown,2009,"Ayni lamba kayinbabamin arabasinda yandi, direk servise cektim. Bunlarin gaz pedali kolay arizalaniyor, kronik dedi. Degistirdik sonrasinda bir daha yanmadi. kizdirma bujilerinin calisip calismadigini kontrol ettirdikten sonra, eger bir sikinti yoksa gaz pedalini degistirmenizi oneririm. (2011 symbol)",mechanical_or_context_signal
Kizdirma Ikaz Lambasi,https://www.otoclubturkiye.com/forum/topic/284569-k%C4%B1zd%C4%B1rma-ikaz-lambas%C4%B1/,unknown,unknown,2009,"Tesekkurler Tolgahan Bey, Once bujiler ardindan gaz pedali diyorsunuz ama hangisi daha az maliyetli,once maliyetsiz olandan maliyetliye yol almak daha saglikli olacaktir diye dusunuyorum. Bu arada sembol yazmisim yuh bana",mechanical_or_context_signal
Kizdirma Ikaz Lambasi,https://www.otoclubturkiye.com/forum/topic/284569-k%C4%B1zd%C4%B1rma-ikaz-lambas%C4%B1/,unknown,unknown,2009,Bujileri sokmeden ariza kontrolu yapabiliyorlar bujilerden baslamaniz daha iyi.,mechanical_or_context_signal
Kizdirma Ikaz Lambasi,https://www.otoclubturkiye.com/forum/topic/284569-k%C4%B1zd%C4%B1rma-ikaz-lambas%C4%B1/,unknown,unknown,2009,Fatih abinin de dedigi gibi bujileri sokmeden calisip calismadigini ogrenebiliyorlar. Korkacak bir durum yok. Ariza neredeyse o,mechanical_or_context_signal
