issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count,model_scope,trim_evidence,distinct_trim_count,dominant_trim,cross_trim_corroboration_count,trim_scope_warning,affected_years_evidence,affected_years_triangulated,merged_from_issue_ids,affected_engines_original,_scope_notes
charge_cooler_oil_leak,Charge cooler hose oil leak,Boost leak,engine,fluid_leak,medium,high,"[""2.0_TDI""]",,,"Oil leak observed from the charge cooler hose connection, potentially causing a boost leak.",Failed seal or loose connection at charge cooler hose.,Replace seal or tighten/replace hose connection.,"[""oil residue around charge cooler"", ""loss of boost pressure"", ""reduced performance""]",Inspect charge cooler and intercooler hoses for oil leaks and secure connections.,1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,high,Common on turbocharged diesel engines.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""engine""}",,,,
compressor_failure_1_4_tsi_twincharger,Supercharger compressor failure,Supercharger failure,engine,chronic_failure,high,high,"[""1.4_TSI""]",,,Loss of boost and power from the supercharger component of the twincharger system.,,,"[""Loss of boost""]",,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,Specific to twincharger 1.4 TSI engines.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,,
compressor_magnetic_clutch_failure,Supercharger magnetic clutch failure on 1.4 TSI,Supercharger clutch,engine,chronic_failure,medium,medium,"[""1.4_TSI""]",,before 100k km,"Magnetic clutch of the supercharger (compressor) can fail, causing it to disengage and resulting in weak engine performance.",Failure of the magnetic clutch mechanism.,Replace the supercharger magnetic clutch or related components.,"[""Loss of low-end power, whining noise from supercharger area""]",Test supercharger engagement; listen for unusual noises or check for related fault codes.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": ""VW Golf MK6 Issues of the Petrol Engines 2008-2013"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Affects 1.4 TSI twincharger (supercharged and turbocharged) engines.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008-2013""}",2008-2013,,,
coolant_level_sensor_fault,Coolant level sensor fault,Coolant sensor fault,cooling,sensor_fault,low,high,"[""1.6""]",,,"Check coolant warning light is flashing, suspected dodgy sensor.",,,[],,1,1,"[{""video_id"": ""gjEg96qtZcM"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2012""], ""from_model_scope_window"": [""2008-2012""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2012"", ""fallback_window_source"": ""engine""}",,,,
cracked_cylinder_head_2_0_tdi,Cracked cylinder head on 2.0 TDI,Cracked head,engine,structural,high,high,"[""2.0_TDI""]",,,"Coolant loss, overheating, and coolant/oil mixing.",,,"[""Coolant loss"", ""Overheating"", ""Oil/coolant mixing""]",Check coolant level and for oil contamination.,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""diesel_only""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,,
diesel_emissions_recall,Volkswagen diesel emissions recall,Emissions recall,exhaust,other,low,high,"[""1.6_TDI"", ""2.0_TDI""]",between 2008 and 2012,,Vehicle was part of a manufacturer recall for emissions compliance.,Manufacturer recall,Software update and possible hardware modification performed by dealer,[],Verify recall work was completed through VW dealer records.,1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,high,"Not a mechanical failure, but a mandatory service action.",1,"[""diesel_only""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""between 2008 and 2012"", ""from_llm_year_parsed"": [""2008"", ""2012""], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""llm_phrase_only"", ""confidence"": ""medium"", ""triangulated"": ""2008-2012""}",2008-2012,,,
diesel_particulate_filter_sensor_fault,DPF pressure sensor fault,DPF sensor fault,engine,sensor_fault,medium,high,"[""1.6""]",,,OBD scan shows a particulate filter pressure sensor A fault.,,,[],,1,1,"[{""video_id"": ""gjEg96qtZcM"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""diesel_only""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2012""], ""from_model_scope_window"": [""2008-2012""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2012"", ""fallback_window_source"": ""engine""}",,,,
door_drainage_clogging,Door drainage clogging,Drain clog,body,wear_item,low,medium,[],,,"Drainage holes can become blocked by leaves and dirt, preventing water drainage.",Blockage of drainage holes,Regular cleaning of drainage holes,"[""Water accumulation in door""]",Check door drainage holes for blockages.,1,1,"[{""video_id"": ""CzWxijTPkHY"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2009"", ""2013""], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2009-2013""}",2009-2013,,"[""2.0_TSI_R""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
dpf_system_failure,DPF system failure,DPF failure,exhaust,chronic_failure,high,high,"[""1.6_TDI"", ""2.0_TDI""]",,,"Diesel Particulate Filter system fails, leading to warning lights and reduced performance.",Clogging from short journeys preventing regeneration.,"Forced regeneration, cleaning, or replacement.","[""DPF warning light"", ""Loss of power"", ""Increased fuel consumption""]",Check for DPF warning lights and ask about driving patterns.,1,1,"[{""video_id"": ""c4X_Kigzg4M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""diesel_only""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""engine""}",,,,
dsg_gearbox_failure,DSG dual-clutch gearbox failure,DSG failure,gearbox,chronic_failure,high,high,"[""1.2_TSI"", ""1.4_TSI"", ""1.6_TDI"", ""2.0_TDI"", ""2.0_TSI""]",,,The DSG dual-clutch automatic gearbox has been known to go wrong.,"Mechatronic unit failure, clutch wear, or software issues.","Mechatronic unit replacement, clutch pack replacement, or software update.","[""jerky shifts"", ""delayed engagement"", ""gearbox warning light""]","Test drive for smooth shifts, check for fault codes, and review service history for DSG fluid changes.",1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format"", ""trim"": ""base""}]",youtube,medium,Affects both dry (DQ200) and wet (DQ250) clutch DSG units.,1,"[""auto_only""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""engine""}",,,,
dsg_gearbox_problems,DSG automatic gearbox problems,DSG problems,gearbox,chronic_failure,high,high,"[""all""]",,,"Erratic shifting, hesitation, jerking, or electronic/mechanical failure.",,,"[""Erratic shifting"", ""Hesitation"", ""Jerking""]",Test drive for smooth shifting and check service history for DSG fluid changes.,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,Applies to DQ200 and DQ250 DSG transmissions.,1,"[""auto_only""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,,
early_turbo_failure,Early generation turbocharger failure,Turbo Failure,engine,chronic_failure,high,medium,"[""2.0_TSI"", ""2.0_TSI_R""]",early Mark 7,,"Turbocharger fails, leading to loss of power or engine warning lights.",,,"[""Loss of power"", ""Engine warning lights""]",,1,1,"[{""video_id"": ""ADUK5PFB4k4"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,low,"Note: Raw issue specifies 'early Mark 7' years, which may not align with the provided MK6 corpus years.",1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""early Mark 7"", ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2009-2013"", ""fallback_window_source"": ""engine""}",,,,
electrical_body_issues_compilation,Various electrical and body fitment issues,Electrical/body issues,electrical,intermittent_fault,low,medium,[],,,"Multiple minor issues: auto light sensor not working, mirror cap clips break easily, rear badge difficult to remove, steering wheel button trim incompatibility, climate control panel uses non-standard fastener.","Design flaws, fragile clips, compatibility issues","Sensor replacement, careful part handling, part compatibility verification, proper tool use","[""Lights not auto-activating"", ""Broken mirror clips"", ""Fitment issues with upgrades""]","Test auto light function, inspect mirror caps for damage, check for aftermarket modifications.",1,1,"[{""video_id"": ""OnmGcPvVR3g"", ""title"": ""5 MUST HAVE mods for your MK6 Golf!!"", ""channel"": ""DSG Demons"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Compilation of minor issues from a single source video; may not be widespread.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""model_window""}",,,,
engine_harness_damage,Damaged engine cable harness,Wiring Harness,electrical,intermittent_fault,high,medium,[],,,Various electrical faults due to damaged wiring in the engine bay.,"Heat, vibration, or rodent damage to wiring.",Inspect and repair or replace damaged harness sections.,"[""Intermittent electrical faults"", ""Unexpected warning lights""]",Visually inspect engine bay wiring for damage or chafing.,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,"[""all""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
excessive_oil_consumption_piston_rings,Excessive oil consumption from piston rings,Oil consumption,engine,chronic_failure,high,high,"[""1.8_TSI""]",,,The engine has a very high chance of excessive oil consumption due to undersized pistons and piston rings.,Undersized pistons and piston rings,"Piston and ring replacement, engine rebuild","[""Low oil between changes"", ""Blue exhaust smoke""]",Check oil level history and for signs of oil burning.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": ""VW Golf MK6 Issues of the Petrol Engines 2008-2013"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Specifically noted for the 1.8 TSI engine.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2009-2013""}",2009-2013,,,
exhaust_flap_failure,Exhaust flap failure,Exhaust flap,exhaust,sensor_fault,low,medium,"[""1.6_TDI"", ""2.0_TDI""]",,,The exhaust flaps are a known problem on these cars.,,Replace or repair exhaust flap mechanism,"[""Fault code for exhaust flap"", ""Reduced performance""]",Check for related fault codes.,1,1,"[{""video_id"": ""c4X_Kigzg4M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format"", ""trim"": ""base""}]",youtube,low,Symptom description is generic.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""engine""}",,,,
exhaust_mount_failure,Exhaust system mounts broken,Exhaust mounts broken,exhaust,structural,medium,high,"[""2.0_TDI""]",,,"The entire exhaust system is hanging loose due to broken mounts, causing a rattling noise.",Corrosion or fatigue of rubber/metal mounts.,Replacement of broken exhaust hangers or mounts.,"[""rattling from undercarriage"", ""exhaust visibly hanging low""]",Visually inspect exhaust hangers and mounts for breaks or excessive corrosion.,1,1,"[{""video_id"": ""75buEMYS0wc"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,high,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""engine""}",,,,
exhaust_pipe_minor_leak,Exhaust pipe minor gas leak,Exhaust leak,exhaust,fluid_leak,low,high,"[""1.6""]",,,Exhaust pipe has a minor leak of gases.,,,[],,1,1,"[{""video_id"": ""gjEg96qtZcM"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2012""], ""from_model_scope_window"": [""2008-2012""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2012"", ""fallback_window_source"": ""engine""}",,,,
fsi_injector_failure,FSI direct injector failure,Injector failure,fuel,chronic_failure,high,high,"[""1.4"", ""1.6"", ""2.0_TSI""]",,,"Engine misfires, rough running, or poor fuel economy.",,,"[""Misfires"", ""Rough idle""]",,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,,
fuel_pump_wear_2_0_tdi,Fuel pump wear on 2.0 TDI,Fuel pump wear,fuel,wear_item,medium,high,"[""2.0_TDI""]",,,Potential loss of fuel pressure leading to poor performance or no-start.,,,"[""Poor performance"", ""Hard starting""]",,1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""diesel_only""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,,
glow_plug_module_fault,Glow plug module fault,Glow plug fault,electrical,sensor_fault,medium,high,[],,,OBD scan shows a glow plug module control circuit fault.,,,[],,1,1,"[{""video_id"": ""gjEg96qtZcM"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2012""], ""from_model_scope_window"": [""2008-2012""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2012"", ""fallback_window_source"": ""engine""}",,,"[""1.6""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
haldex_system_troubles,Haldex 4WD system troubles,Haldex failure,other,intermittent_fault,medium,medium,[],early models,,Wheel spin under full throttle in low gear indicates defective four-wheel drive system.,Haldex system defect,,"[""Wheel spin in low gear under full throttle""]",Test acceleration in low gear for wheel spin.,1,1,"[{""video_id"": ""CzWxijTPkHY"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""early models"", ""from_llm_year_parsed"": [""2008-2009""], ""from_transcript_context"": [], ""from_source_video_titles"": [""2009"", ""2013""], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(llm_phrase, title)"", ""confidence"": ""high"", ""triangulated"": ""2009""}",2009,,"[""2.0_TSI_R""]","[""system_component=other is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
harmonic_balancer_failure,Harmonic balancer failure,Harmonic balancer,engine,wear_item,medium,medium,"[""1.6""]",,,The harmonic balancer on the back is noted as a problem.,Wear or rubber deterioration,Replace harmonic balancer,"[""Vibration"", ""Unusual engine noise""]","Inspect harmonic balancer for cracks, separation, or excessive wear.",1,1,"[{""video_id"": ""gjEg96qtZcM"", ""title"": ""I BOUGHT A CHEAP VW GOLF MK6 FOR £700!"", ""channel"": ""High Peak Autos"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,low,Symptom description is vague; more details needed.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2012""], ""from_model_scope_window"": [""2008-2012""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2012"", ""fallback_window_source"": ""engine""}",,,,
headlight_condensation,Headlight or tail light condensation,Light Condensation,body,fluid_leak,low,high,[],,,Moisture buildup inside headlight or tail light assemblies.,Failed seal or vent allowing moisture ingress.,Reseal housing or replace vent/cover.,"[""Fogging inside lens"", ""Water droplets""]","Check for condensation inside light units, especially after rain or washing.",1,1,"[{""video_id"": ""Vz1j3JU8E6M"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2008""}",2008,,"[""all""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
headlight_failure,Headlights going out,Headlight failure,electrical,intermittent_fault,low,medium,[],,,"Headlights going out, noted as a common issue.",,,"[""Headlights intermittently failing""]",Check headlight operation and wiring.,1,1,"[{""video_id"": ""LFed8YNxj2M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2009-2013"", ""fallback_window_source"": ""engine""}",,,"[""1.8_TSI"", ""2.0_TSI""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
headliner_sagging,Headliner fabric detaches and sags from roof,Headliner sagging,body,structural,low,high,[],,,The headliner fabric detaches and sags from the roof.,Adhesive failure over time,Re-glue or replace headliner fabric,"[""Fabric drooping"", ""Visible sagging""]","Check roof lining for any sagging or detachment, especially at edges and center.",1,1,"[{""video_id"": ""G6ahk3clUvQ"", ""title"": ""LAMBORGHINI SOUND for UNDER $5k? MK6 Golf review"", ""channel"": ""100PercentJake"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Common age-related issue across many models.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""engine""}",,,"[""1.2_TSI"", ""1.4"", ""1.4_TSI"", ""1.6"", ""1.6_TDI"", ""1.8_TSI"", ""2.0_TDI"", ""2.0_TSI"", ""2.0_TSI_R""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
high_oil_consumption,High oil consumption,Oil consumption,engine,chronic_failure,medium,medium,"[""1.4_TSI""]",,,Some petrol models can suffer from high oil consumption.,Piston ring wear or valve stem seal issues.,Engine overhaul or replacement of piston rings/valve seals.,"[""frequent need to top up oil"", ""blue smoke from exhaust""]",Check oil level and consumption history. Look for blue smoke on startup or acceleration.,1,1,"[{""video_id"": ""vGDO9iC6Mfk"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""list_format"", ""trim"": ""base""}]",youtube,medium,Often linked to timing chain issues on 1.4 TSI.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2008-2013""], ""from_model_scope_window"": [""2008-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2008-2013"", ""fallback_window_source"": ""engine""}",,,,
hpfp_cam_follower_wear,High-pressure fuel pump cam follower wear,HPFP follower wear,fuel,wear_item,medium,medium,"[""2.0_TSI_R""]",,,The high-pressure fuel pump camshaft follower can get worn and cause issues.,Cam follower wear,Inspect and replace worn cam follower,"[""Fuel pressure issues"", ""Unusual noises from pump""]",Inspect high-pressure fuel pump cam follower for wear.,1,1,"[{""video_id"": ""SWyKL-IK9Ww"", ""title"": ""VW Golf MK6 Issues of the Petrol Engines 2008-2013"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,Specific to 2.0 TSI R engine.,1,"[""all_vw_golf_mk6""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2008-2013""], ""from_engine_production_windows"": [""2009-2013""], ""from_model_scope_window"": [""2009-2013""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2009-2013""}",2009-2013,,,
