doc_name,thread_name,thread_url,dominant_topic,topic_gamma,engine_spec,prod_year,engine_group,mileage_miles,mileage_confidence,technical_bucket,chronic_score,n_messages,gamma_vector
doc_00430,S3,https://www.golfgtiforum.co.uk/index.php?topic=255641.0,1,1.0,2.0_TSI,2004,unknown,5000.0,high,medium,2,25,"[1.0, 1.862816259442198e-308, 2.13791369764001e-308, 2.770215873605435e-308, 2.494506342525026e-308, 4.996303514275254e-308, 2.3037165790278804e-308, 1.001383336832833e-307, 6.204328850675966e-308, 1.6747014592103552e-307, 4.4161307326960107e-308, 2.3344158177488574e-308, 2.239608531651825e-308, 3.8877910764847747e-308, 2.63632078428797e-308, 2.8005407433770967e-308, 2.9957841181928436e-308, 4.487813846759912e-308, 2.6019339045541577e-308, 7.58625814110883e-308, 4.881782086457038e-308, 3.368425673267069e-308, 1.7943112863893667e-307, 3.0776248269875746e-308, 2.4896166954671056e-308, 3.0966679698683045e-308, 3.2891685774375633e-308]"
doc_00431,High Beam Assist - Hardware or Software?,https://www.golfgtiforum.co.uk/index.php?topic=255895.0,27,0.5285991467849893,2.0_TSI,,MK5,,none,high,1,8,"[0.012793864236940001, 0.007059640901273186, 0.010803961807231668, 0.009929982891722543, 0.006973964047903693, 0.010510288223923496, 0.025585402395900382, 0.012459162651150454, 0.01018192961852808, 0.012201866772097409, 0.013581711198098952, 0.01650146440934991, 0.019800900393886895, 0.05282663094447139, 0.05152936085084918, 0.07737156090683038, 0.007591576397016185, 0.025728376388209552, 0.0077691613006170245, 0.009204878383980947, 0.014712465829046362, 0.013415741321406018, 0.011035430133927656, 0.010370994731323553, 0.009930912061058571, 0.010157393037406327, 0.5285991467849893]"
doc_00437,Extended Warranty,https://www.golfgtiforum.co.uk/index.php?topic=255983.0,4,0.08129900272888274,unknown,,MK6,2000.0,high,medium,2,2,"[0.017532916289870505, 0.011274733317215511, 0.026905889618329067, 0.08129900272888274, 0.013129342838632024, 0.012787917436023609, 0.015508079920724793, 0.02153783478840757, 0.011844731654487368, 0.016265066277400684, 0.012428952400899295, 0.01135965650882271, 0.01256885552162151, 0.017354136830941648, 0.01506645296532764, 0.01590493788222007, 0.012605347046954323, 0.03075281265571126, 0.012048443521535283, 0.013140588467464635, 0.05460838682718675, 0.012315035033507173, 0.015275073447474684, 0.010721107263488728, 0.04011739736010836, 0.0159135869723911, 0.016357495876721324]"
doc_00438,"Honest ""real-world"" mpg predictions for the GTD",https://www.golfgtiforum.co.uk/index.php?topic=256022.0,20,1.0,2.0_TSI,,unknown,1000.0,high,high,1,3,"[6.885873164867858e-308, 1.723117245526179e-308, 2.1355936131248475e-308, 2.645096276174275e-308, 2.0416662093775927e-308, 3.9212542008611576e-308, 2.2043891711775397e-308, 5.411577248753804e-308, 6.82017532055263e-308, 4.887040717400309e-308, 5.213162124794751e-308, 2.5187714947433074e-308, 2.140226579113683e-308, 3.30633711253717e-308, 2.4195331622672104e-308, 2.306906246379135e-308, 2.262534255470096e-308, 3.265375687842509e-308, 2.0555429393910725e-308, 1.0, 3.600008073683628e-308, 3.84087069451708e-308, 1.5286485764900604e-307, 3.626748157514695e-308, 2.5119855211356297e-308, 2.3928202412683545e-308, 2.8261459144341973e-308]"
doc_00439,has anyone driven the mk7 GTi yet?,https://www.golfgtiforum.co.uk/index.php?topic=255966.0,1,1.0,2.0_TSI,,MK7,1500.0,high,high,2,7,"[1.0, 2.0204626357215667e-308, 2.385107590886043e-308, 2.9605247268505727e-308, 2.39984831262986e-308, 5.57176643534505e-308, 2.6665275461083e-308, 1.1669369808543143e-307, 5.702900356225218e-308, 2.6970718157512628e-307, 4.94305840748115e-308, 2.764695441908698e-308, 2.862017613155341e-308, 5.27745367832122e-308, 3.1477471065626374e-308, 3.4555491021134175e-308, 2.776704628747336e-308, 5.509084546399885e-308, 2.492679904525528e-308, 6.171279697330296e-308, 5.432827499035164e-308, 3.7773657871540663e-308, 1.360697410135325e-307, 3.2339812560081094e-308, 2.64399862942506e-308, 3.130323240723592e-308, 4.257151251738507e-308]"
doc_00443,Autocar test - Merc v BMW v GTI,https://www.golfgtiforum.co.uk/index.php?topic=255914.0,1,0.21313144766179504,2.0_TSI,,MK7,37000.0,high,high,2,8,"[0.21313144766179504, 0.009707224912526213, 0.011922537506453596, 0.015596826999394462, 0.012648605858813639, 0.028759289816127357, 0.013243145934825621, 0.06104426422441255, 0.03445552992870037, 0.09384765457458619, 0.02590134978985952, 0.012913389009442815, 0.01277706051027897, 0.023148776654692754, 0.015228461528160467, 0.0162508249517529, 0.01471615960034247, 0.025247575472748827, 0.013021976014270277, 0.043004441607599746, 0.028287201888533155, 0.019627381961749367, 0.10136466724679556, 0.017614613476313424, 0.014016613347640929, 0.01564713056437606, 0.019394815001052623]"
doc_00446,"Honest ""real-world"" mpg predictions for the GTI & GTI PP",https://www.golfgtiforum.co.uk/index.php?topic=256001.0,20,0.5149013626491015,2.0_TSI,,MK7,4000.0,high,high,4,20,"[0.017084259146190085, 0.004080516609483337, 0.005034927234289783, 0.006266704869385157, 0.004856479482781097, 0.009426985783648926, 0.005168215460689129, 0.013106332110449596, 0.016280024228003155, 0.011896664007945148, 0.012088764008828475, 0.0058832843399087365, 0.0050357137383785, 0.00780061740042285, 0.005672121702546807, 0.005434829962035436, 0.0053811299846427, 0.007809088946492479, 0.004873408141774886, 0.5149013626491015, 0.008564412134761286, 0.00892305633161768, 0.04083225862468046, 0.00840422009547976, 0.005928540925962984, 0.0056866937846913514, 0.00665238561923926]"
doc_00449,Trackers,https://www.golfgtiforum.co.uk/index.php?topic=256157.0,13,1.0,2.0_TSI,,unknown,,none,high,1,8,"[3.036546220967069e-308, 2.1715953620079426e-308, 2.844529975197024e-308, 2.346439048066565e-308, 1.7375883116326925e-308, 2.6327666035275396e-308, 4.2932104324084656e-308, 2.651784367039787e-308, 2.3165195153688885e-308, 2.6932860582637837e-308, 3.0198356902473325e-308, 4.425610991569642e-308, 1.0, 5.602866243255982e-308, 5.108156099000731e-308, 5.240088642953549e-308, 1.781313233650453e-308, 4.517758748222139e-308, 1.775972903219702e-308, 2.1037429502661033e-308, 2.939523643067439e-308, 3.0318235946904075e-308, 2.4306592289103447e-308, 2.4428957734117964e-308, 2.4151993214880434e-308, 2.201705680286387e-308, 6.361796910007928e-308]"
doc_00450,GTI Speedo is dated,https://www.golfgtiforum.co.uk/index.php?topic=256051.0,1,0.026796131976229536,2.0_TSI,,unknown,,none,high,2,18,"[0.026796131976229536, 0.0029225886624819238, 0.0037690026251935684, 0.00481871448858062, 0.00386835123758036, 0.008016130858597197, 0.004477327431916878, 0.020152471185365863, 0.00947971861060981, 0.033101276402086016, 0.0086314728456237, 0.004237797257661636, 0.00408062114830813, 0.00929609508729124, 0.005400110853782987, 0.005884490387692505, 0.004699221416671897, 0.009721054753927679, 0.004234597771613232, 0.010107047724304064, 0.00995657168471609, 0.0063855727895768205, 0.023848653214589472, 0.005426443564165308, 0.004298863802311696, 0.005463052796676634, 0.007349375986872756]"
doc_00452,Rear View Camera Order Delay,https://www.golfgtiforum.co.uk/index.php?topic=256057.0,27,1.0,2.0_TSI,,MK6,,none,high,2,13,"[4.703730649928057e-308, 2.319252218857563e-308, 3.560040855686957e-308, 3.3635086377609694e-308, 2.3116121633421493e-308, 3.738837004055423e-308, 7.814894196821232e-308, 4.4860263451891075e-308, 3.6115740575801295e-308, 4.3904615324001095e-308, 4.885388758087288e-308, 5.515983172133355e-308, 6.599141595756613e-308, 2.999957187362006e-307, 1.4482631808466179e-307, 1.7729947444038569e-307, 2.5190664458781387e-308, 9.143170002253135e-308, 2.5410484623719936e-308, 3.2527463600342354e-308, 5.190851056859232e-308, 4.754466979154855e-308, 3.9699794484010233e-308, 3.588774373737475e-308, 3.327463746297078e-308, 3.3552279980905045e-308, 1.0]"
doc_00457,First long trip GTD/DSG,https://www.golfgtiforum.co.uk/index.php?topic=256304.0,15,0.13493491874500774,1.6_TDI,,MK5,,none,high,1,3,"[0.011492460140349133, 0.007884221202998535, 0.011057327798817913, 0.009342301627581446, 0.007071404669046305, 0.010697153112662621, 0.030662378705194216, 0.011114927870091423, 0.010638662765634303, 0.01110503416787719, 0.01574975911655906, 0.027078878226241318, 0.01992270684623589, 0.0450702881789934, 0.13493491874500774, 0.03179046767772079, 0.007505544074445109, 0.020747958970049756, 0.007677183040423853, 0.009180701359470803, 0.013034587807381811, 0.016176505824205396, 0.010468112737866955, 0.012060959548861874, 0.009768289972586384, 0.009882881350587071, 0.07753034879884294]"
doc_00461,pick your options £3k limit !,https://www.golfgtiforum.co.uk/index.php?topic=256306.0,10,1.0,2.0_TSI,,unknown,28000.0,high,high,3,17,"[1.7142172215425762e-307, 2.1731697775936113e-308, 2.449743195666893e-308, 3.068131635823317e-308, 2.9095259915249677e-308, 6.173298446357562e-308, 2.7599176608456715e-308, 1.0641392246395463e-307, 6.120374313033237e-308, 1.0, 4.913142753277124e-308, 2.6894139223437224e-308, 2.6490665631637604e-308, 5.19242388417001e-308, 3.243121645669631e-308, 3.563978336211622e-308, 3.550940784649078e-308, 6.588720640837134e-308, 3.0875536204066167e-308, 6.100448403407764e-308, 5.655861251367265e-308, 3.8195338212035075e-308, 1.2444524995169883e-307, 3.3488598512184264e-308, 2.733486377525225e-308, 3.9953175513606195e-308, 4.244223621433928e-308]"
doc_00465,GTI collected! with some pics!,https://www.golfgtiforum.co.uk/index.php?topic=256092.0,10,1.0,2.0_TSI,,MK7,2000.0,high,high,3,22,"[2.848275491940654e-307, 2.1570096552268103e-308, 2.481663964944979e-308, 3.1026751133587485e-308, 2.7334209347714223e-308, 6.374780072703421e-308, 2.787032046771416e-308, 1.1492794975746918e-307, 6.078237465804909e-308, 1.0, 4.998429573964061e-308, 2.747355690128413e-308, 2.780823613468665e-308, 5.383765657796469e-308, 3.273465680808817e-308, 3.608708149368372e-308, 3.223020611886843e-308, 6.492140821214762e-308, 2.837112217044045e-308, 6.166491428511116e-308, 5.728400243086279e-308, 3.8755252192501565e-308, 1.2992011085594662e-307, 3.36437805983923e-308, 2.7624441187581414e-308, 3.64140044421311e-308, 4.3595319462351985e-308]"
doc_00466,GTI test drive (with short write up),https://www.golfgtiforum.co.uk/index.php?topic=256282.0,10,1.0,2.0_TSI,,2.0_TSI,,none,high,2,12,"[2.267636106890841e-307, 2.1213325143062355e-308, 2.4199782488407394e-308, 3.0546751081194546e-308, 2.774860865986166e-308, 6.064436918456072e-308, 2.701734578473424e-308, 1.1426570220229667e-307, 5.937837722729155e-308, 1.0, 4.780866208882359e-308, 2.641215221414497e-308, 2.6599708473347637e-308, 5.06395141010797e-308, 3.1622297534397027e-308, 3.498925956522189e-308, 3.331709386823047e-308, 6.28863800589643e-308, 2.9087549988320916e-308, 6.117721205744497e-308, 5.596408828719027e-308, 3.723344850143104e-308, 1.289509611106967e-307, 3.2655051944626673e-308, 2.7130419542897247e-308, 3.7062670158460686e-308, 4.1589945548052615e-308]"
doc_00467,Short review,https://www.golfgtiforum.co.uk/index.php?topic=256386.0,10,1.0,2.0_TSI,,unknown,,none,medium,0,1,"[2.2592920623948475e-307, 2.109347921378828e-308, 2.4241140077863285e-308, 3.0800587039980195e-308, 2.772833624949012e-308, 5.955476035288992e-308, 2.6938800720730927e-308, 1.1892773371759468e-307, 5.899746563936769e-308, 1.0, 4.75063420282051e-308, 2.6230088402784016e-308, 2.6436999874752927e-308, 5.020509151869397e-308, 3.1465263652062403e-308, 3.484290501558316e-308, 3.3324004683587443e-308, 6.299244029845207e-308, 2.907217018930863e-308, 6.188800389140054e-308, 5.69204882173882e-308, 3.7000462850056644e-308, 1.3295794103291238e-307, 3.2501381976973207e-308, 2.730274109333045e-308, 3.6982430038259463e-308, 4.1332992312136924e-308]"
doc_00469,not off to a great start - more pics!!!!,https://www.golfgtiforum.co.uk/index.php?topic=256272.0,18,0.015182599338629216,2.0_TSI,,MK7,28000.0,high,high,2,22,"[0.018510040463743483, 0.0027402484555712103, 0.004092139767444292, 0.005540660700740067, 0.003875458038656975, 0.006799961149851031, 0.004666014535478234, 0.024428097397380135, 0.006749194611711675, 0.021199006943999368, 0.00664957938582162, 0.003760215256873589, 0.003983641075670918, 0.00939032994244463, 0.005498117104409477, 0.0065231846795869896, 0.00460084869960314, 0.015182599338629216, 0.004171173934750083, 0.007010988371042235, 0.012759913210207143, 0.005392448125364876, 0.012679671455575532, 0.004595949454959109, 0.004724801127986271, 0.005725940299925489, 0.007744569470955175]"
doc_00472,Test Drive Review - 5 Door DSG GTi,https://www.golfgtiforum.co.uk/index.php?topic=256401.0,11,0.03337164037841928,2.0_TSI,,unknown,,none,high,1,3,"[0.08965414254087484, 0.011680159000766185, 0.015451305723066007, 0.019972220899454864, 0.015719165130904406, 0.03847676616450436, 0.017591420243536982, 0.07026482762707498, 0.03942827470941114, 0.1475173389577901, 0.03337164037841928, 0.015844121267495764, 0.015299851104026277, 0.0342989492359446, 0.020420920575769334, 0.021620350143726486, 0.01796576966749807, 0.04387995792638163, 0.015940703965395406, 0.03869502145995213, 0.039571064437561074, 0.025453001702006206, 0.0833302150045626, 0.021868932133468494, 0.017861741356788096, 0.021038124907417657, 0.02704297491545501]"
doc_00475,Is the Mk7 GTI REALLY better looking than the Mk6 GTI?,https://www.golfgtiforum.co.uk/index.php?topic=256375.0,1,1.0,2.0_TSI,,MK7,25000.0,high,medium,1,12,"[1.0, 1.9460123055340553e-308, 2.3662765322805166e-308, 2.987764332774927e-308, 2.2948900147483913e-308, 5.173170875844059e-308, 2.605211723469187e-308, 1.2408907497131318e-307, 5.501885785435858e-308, 1.7834371604621193e-307, 4.808465280177141e-308, 2.6914347478221377e-308, 2.816378702553337e-308, 4.981902358225609e-308, 3.0440460425011595e-308, 3.327426061261625e-308, 2.6282994422599593e-308, 5.143347688172112e-308, 2.367352870534345e-308, 6.453650605013366e-308, 5.51601358050434e-308, 3.677853130291427e-308, 1.4132130884410444e-307, 3.173740629868203e-308, 2.6644022786772734e-308, 2.931838782185979e-308, 4.0788183316885885e-308]"
doc_00480,The Joy of Specs !,https://www.golfgtiforum.co.uk/index.php?topic=256446.0,10,0.3396753279807484,2.0_TSI,2005,unknown,7000.0,high,medium,2,6,"[0.06580265132787386, 0.009508749718562153, 0.010819916103303262, 0.013610883615116058, 0.012894550035143466, 0.025510986474380756, 0.012151014395557911, 0.04829151824538071, 0.025020441098466153, 0.3396753279807484, 0.020764375593558506, 0.011636133619894339, 0.01152563825955892, 0.02293933702825573, 0.014284069944298695, 0.015871567225009525, 0.015887140583896602, 0.03100250020116111, 0.013808257022500246, 0.025398803365658293, 0.025775507966932936, 0.016315506066529158, 0.05036691261337566, 0.014264622192782423, 0.012057317558893934, 0.018209834506047795, 0.018790441223672003]"
doc_00481,Real world fuel consumption GTI vs GTD,https://www.golfgtiforum.co.uk/index.php?topic=256409.0,20,0.41951142522814866,2.0_TSI,,MK7,20000.0,high,medium,2,14,"[0.017701415767650015, 0.00420352146229928, 0.005180139991914007, 0.006435262790393612, 0.00499977760422081, 0.009747738647771897, 0.0053281984516451875, 0.013522444100862117, 0.016967644878134493, 0.012330670287944684, 0.012564980574627835, 0.00607700313477082, 0.005195135650636286, 0.008071460216883531, 0.005856117456822974, 0.005608549709340123, 0.0055442233819721545, 0.008059033381037237, 0.00502120235906478, 0.41951142522814866, 0.008815734410906948, 0.009233078112733087, 0.042860914984915933, 0.008686095635066062, 0.0060883203300752965, 0.005864435869173181, 0.0068742995134631075]"
doc_00483,Detachable Towbar,https://www.golfgtiforum.co.uk/index.php?topic=256473.0,18,0.03379844779971344,unknown,2012,MK7,,none,high,1,9,"[0.1697593422363828, 0.011022268367744038, 0.015242590249800484, 0.01966430387713758, 0.014135248409166488, 0.03510562282754252, 0.017035031157692677, 0.05517296567584262, 0.030299975359280185, 0.0758209438553183, 0.027052532900314348, 0.015329213225266156, 0.017389476541430603, 0.031048317277147804, 0.01957811041214544, 0.02186982309786829, 0.015726422209060804, 0.03379844779971344, 0.01413815260642853, 0.030063876869542837, 0.030863956461156833, 0.02198624575041896, 0.05005284096100564, 0.019053613096197585, 0.01748808904067428, 0.017567432834330265, 0.026101738675508062]"
doc_00484,MPG at 80-85,https://www.golfgtiforum.co.uk/index.php?topic=256476.0,20,1.0,2.0_TDI,,MK7,,none,medium,0,6,"[6.801217268403282e-308, 1.7200495984294863e-308, 2.133365754591673e-308, 2.6536687295155994e-308, 2.0403644320777845e-308, 3.907066584256463e-308, 2.1883324125156305e-308, 5.346315273299896e-308, 6.680176503925523e-308, 4.813987420970496e-308, 5.07574880794113e-308, 2.488997133777005e-308, 2.121919815095244e-308, 3.2519879571920727e-308, 2.3913161110932677e-308, 2.2821939295429067e-308, 2.253503831105442e-308, 3.243638738951745e-308, 2.0456752891957263e-308, 1.0, 3.575517961653604e-308, 3.785800571144271e-308, 1.4776772751444189e-307, 3.5880938892394313e-308, 2.519842386644649e-308, 2.3771319773209323e-308, 2.786865787010826e-308]"
doc_00486,Shortlist,https://www.golfgtiforum.co.uk/index.php?topic=256520.0,1,0.026679423467847286,2.0_TSI,,MK7,25000.0,high,medium,1,4,"[0.026679423467847286, 0.002664842621007659, 0.0034810638335166324, 0.004589667121448888, 0.003471744760590559, 0.008391560481835019, 0.00388323406516431, 0.017638591605611875, 0.010806819355491033, 0.0234376754790178, 0.008270224486371063, 0.003723042391855374, 0.0035211929841465835, 0.007054266498928311, 0.004460293364834695, 0.004620346272551844, 0.00396774870151946, 0.007740254932478048, 0.0035293983042479038, 0.013596721038618193, 0.00833099649634353, 0.006030616854602321, 0.0595147906848163, 0.005320628756854969, 0.004145680875003189, 0.004373564934170823, 0.0057252445631256225]"
doc_00487,Insurance,https://www.golfgtiforum.co.uk/index.php?topic=256444.0,8,1.0,2.0_TSI,2013,MK7,,none,medium,2,11,"[1.3083049603474309e-307, 1.885059081536124e-308, 2.651553374536131e-308, 3.8339206885638623e-308, 2.460079654023793e-308, 3.901567247063777e-308, 2.755541735673529e-308, 1.0, 4.470377513952023e-308, 1.1232339832617505e-307, 4.2311096627994673e-308, 2.5103139054126264e-308, 2.612833633004375e-308, 4.789398346268939e-308, 3.1437352985320073e-308, 3.5705591491132683e-308, 2.90997183866205e-308, 6.144039367141094e-308, 2.6392663085350287e-308, 6.536113099786108e-308, 1.0795899320098044e-307, 3.3835505162843054e-308, 1.2558778718958356e-307, 2.95924084619304e-308, 3.237037797391158e-308, 3.2994494550631314e-308, 4.140825342137372e-308]"
doc_00490,How to take care of your GTI/GTD,https://www.golfgtiforum.co.uk/index.php?topic=256502.0,10,0.017432912571273017,2.0_TSI,,unknown,5000.0,high,high,2,9,"[0.019540223476099187, 0.004300512402722829, 0.006560982749333645, 0.00842068900277718, 0.0057452945558157985, 0.014269555702618642, 0.006318483552067215, 0.016757940649126685, 0.013666042116202776, 0.017432912571273017, 0.011221896234065387, 0.0058548123847618535, 0.005568448037390984, 0.009989397654271079, 0.006748367433745806, 0.006724463052834713, 0.005947717979627088, 0.013233585693763825, 0.005314546262558721, 0.014725917104589602, 0.0121682720384331, 0.009302215859450659, 0.01967460715395997, 0.008182123233420702, 0.007641539191729474, 0.00674196960962695, 0.008295177586330214]"
doc_00492,Confusion RE MPG,https://www.golfgtiforum.co.uk/index.php?topic=256491.0,20,1.0,2.0_TSI,,unknown,30000.0,high,medium,2,11,"[6.991030898658752e-308, 1.7287540802500243e-308, 2.1372994364567873e-308, 2.6518673722056923e-308, 2.0499997772990615e-308, 3.962001680590925e-308, 2.1991706527780227e-308, 5.425768912502476e-308, 6.864734897882822e-308, 4.922233020187572e-308, 5.169377363932249e-308, 2.509456416652536e-308, 2.1381958943120307e-308, 3.29608986559445e-308, 2.4105991363651866e-308, 2.3015708732998315e-308, 2.2683502738982445e-308, 3.2762342328071463e-308, 2.058158585129001e-308, 1.0, 3.5975706856496816e-308, 3.8219649785681115e-308, 1.5626744141777608e-307, 3.6125153385920975e-308, 2.515976432123117e-308, 2.396200125797976e-308, 2.816915136121661e-308]"
doc_00495,DTUK box on a Mk7 GTI GTD results,https://www.golfgtiforum.co.uk/index.php?topic=256305.0,9,0.3853885360837659,2.0_TSI,,MK7,2000.0,high,high,3,41,"[0.03200272797495225, 0.009319043723402651, 0.00984041477184036, 0.010989533992997489, 0.010533850338337187, 0.03199674533147481, 0.011130868412009599, 0.020328549837916803, 0.3853885360837659, 0.02885251707646806, 0.03985581426784776, 0.014019767810362141, 0.01099029814734705, 0.018495781714818815, 0.012743352337405697, 0.011710190999759824, 0.011624614180189879, 0.017004931712046496, 0.010457649175280954, 0.03428270857992307, 0.015193517292776867, 0.025655901662402246, 0.0427131323892831, 0.024184929396479534, 0.01056691711477893, 0.012526054392828667, 0.014892650044618974]"
doc_00497,mirrors,https://www.golfgtiforum.co.uk/index.php?topic=256556.0,14,0.022989798099754225,unknown,,unknown,,none,medium,1,6,"[0.006835389699472108, 0.0037374053991935247, 0.005805896797041627, 0.005202370196356679, 0.0035542942261402796, 0.005638019044742958, 0.010972413569422083, 0.006389044104234283, 0.005025688850799697, 0.00630487445201116, 0.0064881571447686125, 0.007295896041577083, 0.010926541770536199, 0.022989798099754225, 0.01571937629720223, 0.0209945214856649, 0.0037394675061762487, 0.020124736663528806, 0.0037551981766514885, 0.00449546626409566, 0.007935404676996966, 0.006369554950983241, 0.00550896412738843, 0.004981124805087682, 0.005215500560061683, 0.005078900509520334, 0.04417311893921256]"
doc_00499,R32 v GTI Performance,https://www.golfgtiforum.co.uk/index.php?topic=256640.0,1,0.23662416837982636,2.0_TSI,2008,MK7,,none,medium,0,5,"[0.23662416837982636, 0.006969887234372479, 0.008540626687270611, 0.01111322790779399, 0.0094595609398978, 0.02158334644698224, 0.009600551193832936, 0.03814232458243786, 0.03206967476085435, 0.05415315221149655, 0.020884123385126168, 0.009390476975571785, 0.00865473246671997, 0.016242944480456878, 0.010994080234948763, 0.011290971399778211, 0.011127411154819855, 0.01740621085334679, 0.00975827248954273, 0.04097376160109533, 0.019260568861495818, 0.015323754021320333, 0.15400923229653696, 0.01406356502280866, 0.010159593089982159, 0.011593651969139057, 0.01357936250941139]"
doc_00500,Mk7 gti 19 inch upgrade alloys,https://www.golfgtiforum.co.uk/index.php?topic=256607.0,5,0.003781347193421675,2.0_TSI,,MK7,,none,medium,1,5,"[0.031126943262263503, 0.0026751190042903434, 0.003281109080337222, 0.004386192467914717, 0.003781347193421675, 0.007391990733129252, 0.0036069096271031005, 0.018981052543858602, 0.007777755046498818, 0.08514055605168036, 0.006192445192409754, 0.0032925275403417483, 0.003329344535608029, 0.006351584663539676, 0.004150673696573126, 0.004612654868757877, 0.004596710739721079, 0.008400233556481168, 0.003972872804372717, 0.00891209133155648, 0.008498517004865936, 0.004869025765238878, 0.019440657519067005, 0.004346973860686474, 0.0038492536417282547, 0.0049515419933721175, 0.005352701633124709]"
doc_00502,Discover media - contacts photos and music album art?,https://www.golfgtiforum.co.uk/index.php?topic=256340.0,14,1.0,2.0_TSI,,MK7,,none,high,3,35,"[5.381783661043908e-308, 2.3624643174045e-308, 3.5076340406525574e-308, 3.3927974880463475e-308, 2.321483133425214e-308, 4.269439052699407e-308, 6.776547657809136e-308, 4.927201316562765e-308, 4.154983699511561e-308, 4.899760795616082e-308, 5.943848923316047e-308, 5.824339827619373e-308, 5.856201646600152e-308, 1.0, 1.0629123783925025e-307, 9.570926035708634e-308, 2.5076589042694653e-308, 8.627353601028087e-308, 2.4725061514793944e-308, 3.6495657503182407e-308, 5.444269146050683e-308, 5.604486297438415e-308, 4.5126640756941555e-308, 4.022387893675983e-308, 3.345036135832418e-308, 3.2908247115378984e-308, 2.7856143458280778e-307]"
doc_00503,Automatic Cruise Control,https://www.golfgtiforum.co.uk/index.php?topic=256653.0,15,0.1961864386653376,2.0_TSI,,unknown,,none,high,1,10,"[0.012396133532430558, 0.008604469538362556, 0.012124381929695012, 0.010188772102746184, 0.007682387020108707, 0.01152145082902062, 0.03455526654454318, 0.011988385574076344, 0.01147866798340878, 0.011944675391562, 0.016958011468369685, 0.030190460790780124, 0.022322698683706458, 0.04609320068012073, 0.1961864386653376, 0.03509598095019981, 0.00814288900202899, 0.022114141656113633, 0.008342124828755099, 0.009949410390671817, 0.014064358025427385, 0.017475146153253206, 0.011291913705222981, 0.013114211413128159, 0.01068455564042023, 0.010676214267695973, 0.08457236394793183]"
doc_00507,private plate transfer ?,https://www.golfgtiforum.co.uk/index.php?topic=256699.0,21,0.031207517480648372,2.0_TSI,2009,unknown,,none,medium,1,10,"[0.01541451095961076, 0.003001247246950676, 0.0049217103370158815, 0.00786265134946323, 0.0040810171680928315, 0.005821096894398872, 0.004866892568741936, 0.04640331632978015, 0.006185841059733288, 0.013540492927126741, 0.0061872602710763384, 0.003833616049490555, 0.004166343511532623, 0.008203728472922157, 0.005386931338002244, 0.006369223693267898, 0.004668261118219893, 0.013519096793930997, 0.0042762011633021, 0.008051268859200818, 0.031207517480648372, 0.00527813894236787, 0.012312887311406402, 0.0045641279574301485, 0.006219797962751545, 0.005624448658604474, 0.007090758151249886]"
doc_00508,Who actually takes their GTI on a track?,https://www.golfgtiforum.co.uk/index.php?topic=256739.0,5,0.004048949456749389,2.0_TSI,,MK6,30000.0,high,high,1,10,"[0.024184623779717408, 0.003109404942764913, 0.0038038916363612165, 0.004799479232016215, 0.004048949456749389, 0.011364573316636418, 0.004353942724964344, 0.01481439391174191, 0.013870072244984903, 0.03135994129478631, 0.009736388949600274, 0.004263068523622958, 0.003935943631078202, 0.00811134187057633, 0.005049884075952746, 0.005161753168446911, 0.004644263791288279, 0.008861790379520559, 0.0040942458579963275, 0.012683281598344195, 0.00858034943041386, 0.007039543181301159, 0.02985035945347376, 0.006181788693696484, 0.0043849613387501605, 0.0051593142962166405, 0.006459660906951799]"
doc_00509,Golf R /RD,https://www.golfgtiforum.co.uk/index.php?topic=256594.0,23,1.0,2.0_TSI,2013,Golf_R,3000.0,high,high,3,25,"[2.2139435648290454e-307, 1.8423729241154743e-308, 2.346035247758015e-308, 3.0803292448412124e-308, 2.4257392990815555e-308, 5.166224425906779e-308, 2.6142476994393996e-308, 1.1222854147667693e-307, 8.283349596111871e-308, 1.1460004421074244e-307, 5.909747388335799e-308, 2.597424421029349e-308, 2.348878813889252e-308, 4.4381159017479675e-308, 2.990391135255578e-308, 3.0282821908820636e-308, 2.8290705839442724e-308, 4.602681174266653e-308, 2.517568864074422e-308, 1.4396663850512087e-307, 5.439447267283622e-308, 4.2291157246706593e-308, 1.0, 3.849663182961124e-308, 2.822593690156778e-308, 3.008900684851126e-308, 3.6960460498242295e-308]"
doc_00510,Are VW falling behind with the 6 speed (wet) DSG,https://www.golfgtiforum.co.uk/index.php?topic=256744.0,11,1.0,unknown,,unknown,,none,high,1,10,"[4.652110346354697e-308, 2.0147781763293493e-308, 2.378955042802099e-308, 2.447905731860589e-308, 2.036681554763684e-308, 4.919742821195366e-308, 3.1800640752830283e-308, 3.898651645289637e-308, 1.0030581118879887e-307, 4.493728965176188e-308, 1.0, 4.753663266373373e-308, 2.9572544504495343e-308, 5.697125309545519e-308, 3.8192017988999314e-308, 3.107252363252831e-308, 2.210606168676199e-308, 3.775356287533675e-308, 2.093279524808773e-308, 5.35518952565099e-308, 3.391945031275922e-308, 1.5703999495537306e-307, 5.601992713998213e-308, 9.153511062724854e-308, 2.4272851379624934e-308, 2.544015117386695e-308, 4.3013273077216993e-308]"
