thread_name,thread_url,engine_code,message,reason
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,Tesekkurler. Ses farkli sanki. Bendeki ses belli bir duzen icinde degil. Sanki bir parca git gide daha da bozuluyor gibi geliyor bana.,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,Bu ses bende de var.,short_but_signal
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,Sorun ara ara bende de oluyor. Gecen ay klima kompresoru nun kasnak bilyasi degisti. Insallah cozulmustur diye umut ediyor heyecanla kisi bekliyorum.,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,"ama 38 binde almistim ben araci suan 93 binde. Korkulacak yada endiselenecek bir durum yok. Ben de bir cok ustaya gittim, servise gittim normal dediler. Hic kurcalatmayin",mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,ayni ses evet. Sanki surekli artiyor gibi geliyor bana o cok rahatsiz ediyor. Yoksa dediginiz gibi tum ustalar normal dedi. Bir de kaynagini bilsem belki daha rahat olacagim.,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,"Kaynak olarak kesin birsey yok, videonun altindaki yorumlarda da cozen yok",medium_length_no_noise
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,"Ses bir sure sonra kesiliyor, buyuk olasilik motor sogukken yagin bir yerlere tam ulasamamasi durumu. (Muhtemelen konumlandirici tarafinda)",mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,Yaglama bir sure sonra tam olunca da ses kesiliyor,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,"0km almistim 2015 yilinda arabami,  havalar sogudugu zaman bu ses geldi 2500km'de servise goturdum 2 gun kaldi normal motor sesi dediler motor isininca ses kesiliyordu. bende onemsemedim suan km 118.000 kis aylarinda yine geliyor. bence motorun karakteristigi bu. bu zamana kadarda en ufak bir sorunla, veya olumsuz bir durumla karsilasmadim. bence fazla ustelemeyin bosuna masraf yapmayin derim. (benim tahminim soguk havalarda yag akiskanligi dusuk oldugu icin ust bolgelere yag gec geliyor, ve bu sesi yapiyor yag isininca akiskanlik artip sesi kesiyor.)",mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,Benim aracta aksine motor sicakken duyuyorum bu sesi. Bu cektigim videoda isten eve geldim klima acikken herhangi bir ses yok. AC tusu kapattigimda rolanti normal seviyeye indiginde ses basliyor. Yabanci forumlarda da benzer sikayetler okudum ancak bir teshis veya cozum bulunamamis. Dediginiz gibi bu sekilde kullanmaya devam edecegim sanirim.,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,1.2 tsi kullanicisiyim benzer ses var. Sordum bir kac yere sorun yok dendi. Ciddiye almayin calisma sekli boyle sanirim.,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,Arkadaslar YouTube da isin ehli bir usta soylemisti vanus dan geliyor diye.vanus yetkili serviste bile yok demisti.,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,"Vanosla ilgili sikayetler de okudum. Sormak istedigim birsey var. Trigerin ust kapagini sokup geri takmakta bir sakinca var mi? Hatta sokup acik haldeyken calistirmak, gormek istiyorum. Sonra geri takayim diyorum. Bu bir sorun olusturur mu? Fiziken bir kayma sapma veya yag kacagi var mi gormek istiyorum.",mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,vanuslarda sorun var bu araclarin ben alirkende bi ses duydum ustaya gittigimde oda duydu sadece ilk calismada girr ediyor susuyor vanustan geliyor dedi sorun degil ilk calismada yag gelmedigi icin ses yapiyor yag gelince kesiyor bosluk yapmis dedi sadece ses yapiyor sorun edecek bisey degil dik bir yokusta vites kucultup gaza bastigimda duymustum ayni sesi ama surekli gelmiyor triger kapagini acmak kapatmak araci calistirmak sorun degil kapak alt tarafi kaputu acip araci calistirsam bisey olurmu gibi bir soru bu zincirli olsaydi yaglama yaptigi icin olmaz ama kayisli araclarda kapak acilip calistirilabilir,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,Cozebildiniz mi hocam bu sorunu? Ayni sorun bende de var.,content_signal
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,triger degistiniz mi hic.sanki gevsek bir kayis veya gergi bilyasi gibi parcalar var triger seti icinde belki onlar ile baglantili olabilir bu ses,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,Triger seti v kayisi degisti. Seste bir degisiklik olmadi. O sekilde bindim uzun zaman hocam. Bir sorun olusmadi.,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,Benim aracimda da ayni motor var,short_but_signal
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,Sizin aractan Ara ara gelen enjektor sakirdamasi gibi gelen ses bende yok diger calisma sesi ayni,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,Gecen videodaki ses bende de oldu kaputu acip baktim triger tarafindan geliyordu bu yuzden de korktum acikcasi sanki bisey yerinden cikmis metal metale carpiyor gibi klima acinca kesiyor,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,Kisin triger degisti acaba rulmanlardan mi geliyor diye kapagini acip baktim hersey yerinde sonra ses kesildi heralde suan varsa da dikkatimi cekmiyor konuyu gorene kadar unutmustum,mechanical_keywords
Motordan Gelen Ses 1.2 tsi,https://www.golftutkusu.com/topic/18355-motordan-gelen-ses-1-2-tsi,1.2_TSI,hocam sikinti yok sifir aldim araci yillardir var o ses . sesi cok iyi anlattiniz anladim. bu bir sorun degil...,mechanical_keywords
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,Yakin zamanda 14 model golf 7 highline arac aldim. Vag grubu araclarla ilk defa tanisiyorum. Hatta cokta arac bilgimde yok sayilir. Kucuk bi ilcede ikamet ettigimden dolayi her konuda usta bilir kiside bulmak zor oluyor.,mechanical_keywords
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,"Aksamlari yolculuk sirasinda karsidan gelenlerin hep sellektor attigini goruyorum, oysaki uzunlarimda kapali. Daha sonra acaba dedim farlar yukardami diye far ayari yapmak istedim lakin aracta far ayari yapilmiyor kendi otomatik ayarliyor. Daha sonra araca farin caminda buhu, kir, tas izleri vardi farlarida temizlettirdim. Farin ayarini kontrol ettirdim normal ciktigini soylediler. Bu arada uzunlarim hic aydinlatmiyordu.",mechanical_keywords
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,Bugunlerde fark ettim uzunlarim hic yanmiyor. Uzunlari acsamda sellektor atsamda yanmiyor. Icinde ampul var ama hicbir tepki vermiyor. Sadece uzunlari actigimda kisa farlarin daha isik siddetini arttirdigini goruyorum.,medium_length_no_noise
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,"Acaba uzun far ampullerimmi bitik, yoksa soket baglantisimi yok yada sigortasimi atti. Sigortanin atmasida normalmis gibi gelmiyor. Ayrica ara ara sag kisa farda hata var diye uyarida aliyorum. Araci alirken onceki sahibi bagajda halojen farlar oldugunu soyledi. Bu halojenler sislerinmi yoksa kisalarinmi hangisinin oldugunu bilmiyorum. Orjinalinde hangisi halojen onuda bilmiyorum.",mechanical_keywords
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,Dedigim gibi zaten araci zor bela aldim birde kandirilipta ustalara sacma sapan pralar vermek istemiyorum.,mechanical_keywords
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,"ampulun degismesi icin fari, fari sokebilmek icinse tamponu sagli sollu hafif indirmeniz lazim.",medium_length_no_noise
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,dediginiz gibi bizim araclar yukseklik ayarini kendi yapar icerde ayar dugmesi yoktur dikkat ederseniz arabayi calistirdiginizda farlar bi asagi bi yukari iner selamlama tarzinda. calisma mantigi ise arka kisimda tekerleklerin oldugu bolumde 2 adet sensor bulunur aracin arkasina yuk attiginizda farlar dogal olarak yukariyi gosterir far kendini asagi dogru ayarlayarak bu sorunu otomatik cozer.,mechanical_keywords
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,ampul degisimi disarda yapilacaksa 4-5 bin tl leri bulur,mechanical_keywords
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,ustalardan bu kadar da korkmamak gerekiyor bi sorun varsa bu isle ilgilenen 3 kisite goturursunuz 3 u de ayni seyi soyluyorsa demek ki arac da o sorun vardir yarin gidip bir elektirikciye gosterin ve korkmayin,mechanical_keywords
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,"Hocam simdi o isaretledigim kisim gunduz olsun gece olsun kisalarda yada uzunlarda hicbir sekilde yandigini gormuyorum. Birde surus esnasinda karanlikta uzunlarinda cok aydinlattigini dusunmuyorum. Yetersiz gibi. Kisa ve uzunlar ayni mercekten yaniyorsa o zaman benim bu fari degistirmem gerek diye dusunuyorum. Onerdiginiz bi marka model, uyumlu olabilecek urun linki atma sansiniz varmi.",mechanical_keywords
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,"bu farin aydinlatmasi cok iyidir. uzun ve kisalarin tek mercekte olmasi kotu oldugu anlamina gelmiyor hocam. isaretlediginiz kisimin yanmama sebebi gizli ozellikle kapatilmis olabilir aracin multimedyasindan car tusuna basin ordan sag alttaki ayarlar bolumune girin ordan far isik bolumune girip gunduz farinin tiki aktifmi ona bakin aktif oldugu halde yanmiyorsa, veya orda oyle bir secenek yoksa gunduz farlariniz bozulmus olabilir ama bu cok dusuk bi ihtimal cunku bozulunca ekranda ariza isigi yakar.",mechanical_keywords
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,ben photon d3s ultimate kullaniyorum odak cizgisi gece aydinlatmasindan cok memnunum. 9000k aydinlatma degeri var.,km_mention
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,Merhaba hocam gunduz fariniz arizali degil onceki sahibi amerikan parklari actigi icin kodlamayla kapatmis guzel dursun diye.,mechanical_keywords
Golf 7 highline uzun far,https://www.golftutkusu.com/topic/25967-golf-7-highline-uzun-far,unknown,guzel bir farcida d3s xenonlari degistirin. ardindan iyi bir yerde makine ile far ayari yaptirin hic bir sorun yasamiycaksiniz.,mechanical_keywords
Golf 7 direksiyon kutusu,https://www.golftutkusu.com/topic/25953-golf-7-direksiyon-kutusu,unknown,"Aracimla yaklasik 1 saatlik yol gittim park ettim hicbir sorun yoktu 2 saat sonra tekrar calistirdigimda direksiyon isigi kirmizi yaniyor ve cok sertti ayrica esp, lastik basinc sensoru, auto hold, start-stop ariza uyarisi vermeye basladi.",mechanical_keywords
Golf 7 direksiyon kutusu,https://www.golftutkusu.com/topic/25953-golf-7-direksiyon-kutusu,unknown,2 ustaya gosterdim direksiyon kutusu dediler.,short_but_signal
Golf 7 direksiyon kutusu,https://www.golftutkusu.com/topic/25953-golf-7-direksiyon-kutusu,unknown,Bunun sebebi nedir ve Adana’da goturebilecegim bildiginiz guvenilir usta var mi?,mechanical_keywords
Golf 7 direksiyon kutusu,https://www.golftutkusu.com/topic/25953-golf-7-direksiyon-kutusu,unknown,Oncelikle akunuzu kontrol ettirin hocam,short_but_signal
Golf 7 direksiyon kutusu,https://www.golftutkusu.com/topic/25953-golf-7-direksiyon-kutusu,unknown,ayni sorunu yasadim buraya da atmistim sanziman kartiniz olmus gecmis olsun,mechanical_keywords
Golf 7 direksiyon kutusu,https://www.golftutkusu.com/topic/25953-golf-7-direksiyon-kutusu,unknown,bunu da bi dene kanka almanyadan bi arkadas gondermisti bu da cozum olmazsa sanziman karti kesin sorun,mechanical_keywords
Golf 7 direksiyon kutusu,https://www.golftutkusu.com/topic/25953-golf-7-direksiyon-kutusu,unknown,Hocam bu videodaki gibi tam saga tam sola yaptim ama duzelmedi videoda direksiyon isigi sari yaniyor bende kirmizi yaniyor,mechanical_keywords
Golf 7 direksiyon kutusu,https://www.golftutkusu.com/topic/25953-golf-7-direksiyon-kutusu,unknown,arac calisiyor degil mi P/N konumuna getirin uyarisi veriyor mu peki,mechanical_keywords
Golf 7 direksiyon kutusu,https://www.golftutkusu.com/topic/25953-golf-7-direksiyon-kutusu,unknown,Bu videodan sonra duzelmesi lazim cunku ABS sensorleri sifirlar yani o direksiyon isiginin yanisini gecici dahi olsa silerdi tam yaptigina emin misin zaten eger olmuyorsa buyuk ihtimalle de direksiyon kutusudur sensorlerden dolayi da abs + esc uyarisi veriordur bende ayni sorunu yasadim bende direksiyon isigi yanmiyordu is sanziman karti degismeye kadar gittti,mechanical_keywords
Golf 7 direksiyon kutusu,https://www.golftutkusu.com/topic/25953-golf-7-direksiyon-kutusu,unknown,Daha once de buna benzer bi video gormustum o zamanda denedim lakin sonuc alamadim,medium_length_no_noise
Golf 7 direksiyon kutusu,https://www.golftutkusu.com/topic/25953-golf-7-direksiyon-kutusu,unknown,Aku %80 %90 gorunuyor,short_but_signal
Sabah ilk calistirmada motor isigi yanip sonmesi,https://www.golftutkusu.com/topic/25956-sabah-ilk-calistirmada-motor-isigi-yanip-sonmesi,1.2_TSI,"Merhaba Arkadaslar. 2016 Golf 1.2 TSI aracim. Sabahlari ilk calistirmada rolantide calisirken motor isigi yanip sondurmeye basliyor bu bir 15 sn suruyor bu sirada start stop hatasi veriyor ve 20 sn icinde bu uyarilar gidiyor. Daha sonra gun icinde araci tekrar calistirdigimda bir uyari vermiyor. Bu durum ertesi sabah tekrar ediyor, neredeyse bir suredir her sabah ilk calistirmada bu uyariyi gormeye basladim.",mechanical_keywords
Sabah ilk calistirmada motor isigi yanip sonmesi,https://www.golftutkusu.com/topic/25956-sabah-ilk-calistirmada-motor-isigi-yanip-sonmesi,1.2_TSI,Aracim 136 bin Km'de gecen sene triger ve bujiler dahil agir bakimi 120 binde yapildi. Ben ilk akuden diye dusundum akum gercekten dusukmus bir hafta once akumu ayni marka model Varta N70 ile degistirdim ama halen ilk calistirmada ayni uyariyi aliyorum.,mechanical_keywords
Sabah ilk calistirmada motor isigi yanip sonmesi,https://www.golftutkusu.com/topic/25956-sabah-ilk-calistirmada-motor-isigi-yanip-sonmesi,1.2_TSI,Bakimlari surekli yetkili serviste yaptiriyorum. Bu parca periyodik bakimlarda yok sanirim. Bugune kadar bobinler hic degismedi.,mechanical_keywords
Sabah ilk calistirmada motor isigi yanip sonmesi,https://www.golftutkusu.com/topic/25956-sabah-ilk-calistirmada-motor-isigi-yanip-sonmesi,1.2_TSI,"Arac bilgisayara baglanip ariza koduna gore hareket edilmeli,",mechanical_keywords
Sabah ilk calistirmada motor isigi yanip sonmesi,https://www.golftutkusu.com/topic/25956-sabah-ilk-calistirmada-motor-isigi-yanip-sonmesi,1.2_TSI,Obd ile baglanip atesleme sistemini kontrol edin. Muhtemelen sorun tek silindirdedir. Eski arabamda yasamistim bi silindirin atesleme sorunluydu. Traktor gibi calisiyordu aynen sizinki gibi,mechanical_keywords
Sabah ilk calistirmada motor isigi yanip sonmesi,https://www.golftutkusu.com/topic/25956-sabah-ilk-calistirmada-motor-isigi-yanip-sonmesi,1.2_TSI,Daha once de bu tarz bir ariza paylasilmisti sorun yakit deposundaki kanister valften oldugu soylenmisti,mechanical_keywords
Sabah ilk calistirmada motor isigi yanip sonmesi,https://www.golftutkusu.com/topic/25956-sabah-ilk-calistirmada-motor-isigi-yanip-sonmesi,1.2_TSI,Dun Tekstilken Avek'e araci periyodik bakim ve bu duruma bakmalari icin birakmistim. Bugun aradilar.,content_signal
Sabah ilk calistirmada motor isigi yanip sonmesi,https://www.golftutkusu.com/topic/25956-sabah-ilk-calistirmada-motor-isigi-yanip-sonmesi,1.2_TSI,"Once Kurum temizligi yapacagiz, duzelmezse enjektorler degisecek, onunla da duzelmezse volan degisecek, volan degismisken kavramayi da degistirmenizi tavsiye ederiz diyerek, asagidaki fiyatlari paylastilar. Sacma sapan fiyatlar ciktigi icin aracimi bir islem yaptirmayip alacagim.",mechanical_keywords
Yakit Katkisi,https://www.golftutkusu.com/topic/25942-yakit-katkisi,1.6_TDI,"Merhaba arkadaslar. 2016 Model 1.6 TDI Golf aracim var. Uzun yola cikacagim. Uzun yola cikmadan once depoyu doldururken yakit katkisi almami onerdiler; hem performans icin hem de dpf temizligi icin iyi olacagini soylediler. Bu tur seylerin gercekten araca faydasi var mi? Eger varsa; yakiti opetten aliyorum, orada iyi ve guvenilir marka bir yakit katkisi var mi onerebileceginiz? Simdiden tesekkurler cevaplar icin.",mechanical_keywords
Yakit Katkisi,https://www.golftutkusu.com/topic/25942-yakit-katkisi,1.6_TDI,Hic gerek yok 30 dk falan 2700 devirde kullan daha fazla ise yarar,medium_length_no_noise
Yakit Katkisi,https://www.golftutkusu.com/topic/25942-yakit-katkisi,1.6_TDI,madem uzun yol yapacaksiniz biraz devirli kullanun yuksek devirde gidin yeterli dpf temizligi icin,mechanical_keywords
Yakit Katkisi,https://www.golftutkusu.com/topic/25942-yakit-katkisi,1.6_TDI,"Direkt olarak servisten orjinal katki alin. Piyasadaki hicbir katki orjinal gibi enjektor ve dpf’e fayda saglamiyor, wurth vb. zaten ikisini de kullanan biri farki anlar. Yarin dogustan alacagim, is emri actirirsaniz %30 zubizu indirimi var 900 TL civarina geliyor",mechanical_keywords
3.Fren Lambasi Hatasi,https://www.golftutkusu.com/topic/25955-3-fren-lambasi-hatasi,unknown,"Aracimda bulunan orta fren lambasini cakarli sekilde yaptim ve gayet guzel calisiyor. Ancak, arac ekraninda surekli bir hata kodu cikiyor. Cihazla silmeme ragmen bir sure sonra tekrar ayni uyari geliyor. Bu hatayi tamamen iptal etmenin bir yolu var mi acaba?",mechanical_keywords
Golf 7 Cam Tavan Ses Sorunu,https://www.golftutkusu.com/topic/8167-golf-7-cam-tavan-ses-sorunu,unknown,"Merhabalar. 2013 model Golf 7 sahibiyim. Aracimda cam tavan var. Aracla giderken cam tavan hafif tikirtili ses yapiyor. Hiz, yol durumu vs fark etmiyor. Her turlu yapiyor. Sesin cam tavandan geldigine eminim. Cunku hafif de olsa acikken yapmiyor. Yani sadece kapali iken yapiyor. Sanki bosluk kaliyor gibi. Acik olunca ise ses kesiliyor. Bu sorunla karsilasan ve cozumu olan var mi acaba?",mechanical_keywords
Golf 7 Cam Tavan Ses Sorunu,https://www.golftutkusu.com/topic/8167-golf-7-cam-tavan-ses-sorunu,unknown,"Eger cam tavanin oynar parcalarinda kirilma veyahut yagsiz kalma gibi bir durum yoksa, cam tavanin dort kosesinin de yukseklik ayari var, koselerinden birinin yada ikisinin ayari kacmis olabilir, serviste 5 dk da cozuyorlar.",mechanical_keywords
Golf 7 Cam Tavan Ses Sorunu,https://www.golftutkusu.com/topic/8167-golf-7-cam-tavan-ses-sorunu,unknown,tavanin cama oturdugu kisim ile dosemeye dokundugu kisim olarak iki yer var,medium_length_no_noise
Golf 7 Cam Tavan Ses Sorunu,https://www.golftutkusu.com/topic/8167-golf-7-cam-tavan-ses-sorunu,unknown,"Aracimizin her parcasinda oldugu gibi Sunroof / Cam tavanin da bakima ihtiyaci var , servislerce de uygulanan belirli araliklarla sivi gres yagiyla raylarin yollarin acilir kapanir mekanizma ve koselerine yapilacak uygulama fayda saglayacaktir",mechanical_keywords
Golf 7 Cam Tavan Ses Sorunu,https://www.golftutkusu.com/topic/8167-golf-7-cam-tavan-ses-sorunu,unknown,Cam tavanin isleyisinde bir sorun yok. Ayar vidasi olayi mantikli geldi. Acaba kendim yapabilir miyim? Tam olarak nerede vidalar biliyor musunuz?,content_signal
Golf 7 Cam Tavan Ses Sorunu,https://www.golftutkusu.com/topic/8167-golf-7-cam-tavan-ses-sorunu,unknown,Anladim hocam. Servise bir gideyim o zaman ben. Tesekkurler.,mechanical_keywords
Golf 7 Cam Tavan Ses Sorunu,https://www.golftutkusu.com/topic/8167-golf-7-cam-tavan-ses-sorunu,unknown,Ucret bile almadilar bu ayar icin buyuk ihtimalle sizden de almazlar.,medium_length_no_noise
Golf 7 Cam Tavan Ses Sorunu,https://www.golftutkusu.com/topic/8167-golf-7-cam-tavan-ses-sorunu,unknown,2014 aracimdada ayni sekil sesler geliyor cam tavan arkadan acikken hic bir ses yok ama kapaliyken tikir tikir citir citir sesler geliyor,mechanical_keywords
Golf 7 Cam Tavan Ses Sorunu,https://www.golftutkusu.com/topic/8167-golf-7-cam-tavan-ses-sorunu,unknown,Ayni tikirti sesi bende de var saniyordum bakim temizlik sivi gres vs. Ama ses devam etti. bozuk yollarda orta dikiz aynasinin baglanti plastiginin cama vurdugunu farkettim. gecici olarak pamuk sikistirdim arac sessizlige burundu.,mechanical_keywords
Golf 7 Cam Tavan Ses Sorunu,https://www.golftutkusu.com/topic/8167-golf-7-cam-tavan-ses-sorunu,unknown,Emptis merhaba 2017 Golf  aracim da sizin araciniz daki problemin aynisi bendede mevcut. Bana yardimci olmasi vesilesiyle nereye gitmemi onerirsiniz ne yapmaliyim,mechanical_keywords
Stop Lambalari  Sonuyor,https://www.golftutkusu.com/topic/25937-stop-lambalari-sonuyor,unknown,Bugun arabaya bindigimde ikaz lambasinin yandigini gordum. Kontrol ettigimde sagdan 3 stop'un yanmadigini gordum. 3-4 Saat sonra geldim tekrar calistirdim sorunsuz bir sekilde yaniyordu biraz kullaninca yine gitti.,mechanical_keywords
Stop Lambalari  Sonuyor,https://www.golftutkusu.com/topic/25937-stop-lambalari-sonuyor,unknown,Bu sorunu nasil cozebilirim? Ankara'da bu isi astari yuzunu gecmeden yapabilecek tanidik usta mevcut mu?,mechanical_keywords
Stop Lambalari  Sonuyor,https://www.golftutkusu.com/topic/25937-stop-lambalari-sonuyor,unknown,Not: Stoplar kuvvetle muhtemel orijinal degil eski sahibi tarafindan takilmis.,medium_length_no_noise
GOLF 7 7.5 R DONUSUM SONRASI AMBLEM VE SIS FARLARI,https://www.golftutkusu.com/topic/25930-golf-7-7-5-r-donusum-sonrasi-amblem-ve-sis-farlari,1.4_TSI,2014 model 1.4 tsi Golf aracima 7.5 r donusum yaptim sis farlari ve amblem hakkinda bilgisi olan varmi acaba usta eskilerin suanki body kit e olmadigini soyledi ve bu konudan ayri olarak her 1500 km de 1 litre yag eksiltiyor ayni problemi yasayan varmi sizlerden ben araci 6 ay once aldim 120bin km de,mechanical_keywords
GOLF 7 7.5 R DONUSUM SONRASI AMBLEM VE SIS FARLARI,https://www.golftutkusu.com/topic/25930-golf-7-7-5-r-donusum-sonrasi-amblem-ve-sis-farlari,1.4_TSI,Amblem dediginiz komple panjur sanirim. Eger oyleyse evet dogrudur oda degismesi gerek. R tamponlarda sis fari olmaz. Illa taktirmak istiyorum diyorsaniz forumda ornekleri var yapanlarda mevcut konuyu aratip bulabilirsiniz. Yag eksiltmeye gelince onun icin bence bir ustaya gosterin..,mechanical_keywords
GOLF 7 7.5 R DONUSUM SONRASI AMBLEM VE SIS FARLARI,https://www.golftutkusu.com/topic/25930-golf-7-7-5-r-donusum-sonrasi-amblem-ve-sis-farlari,1.4_TSI,Hocam her 1500 km de 1 litre yag eksiltiyorsa mutlaka bir ustaya gosterin normal bir durum degil,mechanical_keywords
Golf 7 J Far Hatasi,https://www.golftutkusu.com/topic/25921-golf-7-j-far-hatasi,unknown,Selamin aleykum uzun yolda farlari yaktim sag kisa far hatasI verdi durduk yere selektor atinca kisa ve uzun ikiside yaniyor ama sadece kisalari aciyorum sag yanmiyor var mi basima gelen,mechanical_keywords
Golf 7 J Far Hatasi,https://www.golftutkusu.com/topic/25921-golf-7-j-far-hatasi,unknown,yazilimsal olarak kodlanmis miydi farlariniz ? Ne zamandir kullaniyorsunuz,mechanical_keywords
Golf 7 J Far Hatasi,https://www.golftutkusu.com/topic/25921-golf-7-j-far-hatasi,unknown,yaklasik 10 aylik bir kullanimda oldu ama sonra tekrarlamadi hic. kodlanmisti tabi ki,km_mention
Golf 7 J Far Hatasi,https://www.golftutkusu.com/topic/25921-golf-7-j-far-hatasi,unknown,Uzun far perdesinde bir klepe var onun yaglanmasi gerekiyormus takili kaldigindan bunla ilgiliyse bir bakin. Ya da far beyninden olabilir. Ben de aldim da daha takmadim bu tarz olaylar can sikici bakalim neler gorecegiz.,mechanical_keywords
Golf 7 J Far Hatasi,https://www.golftutkusu.com/topic/25921-golf-7-j-far-hatasi,unknown,Birde yazilim atmadim ben araca 2. El aldim fari taktim direkt herseyi calisti 1.5 ay oldu bu sorun cikti,mechanical_keywords
Golf 7 J Far Hatasi,https://www.golftutkusu.com/topic/25921-golf-7-j-far-hatasi,unknown,zaten kodlama kisalari acinca j lerin yanmaya devam etmesi icin yapiliyor. benim 1-2 gunde kendiliginden duzeldi. sorunun sebebi ile ilgili de hicbir bilgim yok. ama su an anlik hataya bile dusmuyor.,mechanical_keywords
Golf 7 J Far Hatasi,https://www.golftutkusu.com/topic/25921-golf-7-j-far-hatasi,unknown,Bekliyeyim bende ins duzelir yoksa 15 k para cope gidicek valla,km_mention
Golf 7 Cam Filmi,https://www.golftutkusu.com/topic/25903-golf-7-cam-filmi,unknown,cam sokmek gibi bir deli cesaretin oldugu icin oncelikle tebrik ediyorum.,medium_length_no_noise
Golf 7 Cam Filmi,https://www.golftutkusu.com/topic/25903-golf-7-cam-filmi,unknown,"Fitili sokup,plastigi ayirdiktan sonra cami krikodan ayirmasi cam basi 1 dakika maksimum.",mechanical_keywords
Golf 7 Cam Filmi,https://www.golftutkusu.com/topic/25903-golf-7-cam-filmi,unknown,"Kara duzen cam filmindeki risk daha beter. Aracin Kapi dosemesini kastirirken kirilan tirnaklarin trim sesi yapmasi, kalibi duzgun alamamalari, baloncuk sorunu, camda maket bicagi/nester cizikleri ve cami tuz buz etmesi gibi…",mechanical_keywords
