issue_id,label,system_component,affected_engines,affected_years,symptom,cause,fix,confidence,data_quality,source_videos,topic_id,topic_size,topic_top_terms,source,mention_count,distinct_channel_count,corroboration_count,engine_year_context,warning_signs,severity,merged_from_issue_ids,model_scope,trim_evidence,distinct_trim_count,dominant_trim,cross_trim_corroboration_count,trim_scope_warning,affected_years_evidence,affected_years_triangulated,video_type_category,affected_engines_original,_scope_notes,affected_engines_trim_original
clutch_failure_under_power,Weak clutch under increased power,gearbox,"[""2.0_TSI""]",,The clutch is a weak link and generally needs to be replaced if the car is modified to make more power.,,,,,"[{""video_id"": ""PwzmaKYijOc"", ""title"": ""Volkswagen MK7 Golf GTI Buyer's Guide - Models, Engines, & Options"", ""channel"": ""FCP Euro"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,,,
coolant_degradation_clogging,Coolant degradation and clogging,cooling,"[""1.6_TDI"", ""2.0_TDI""]",,Overheating issues and clogged heater core from degraded coolant.,,,,,"[{""video_id"": ""ce2WTs_uBos"", ""title"": ""VW Golf MK7 Issues of the Diesel Engines 2012-2020"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""TDI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""TDI"": 1}",1,TDI,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2013-2020""}",2013-2020,organic,,,
cracked_brake_discs,Cracked front brake discs,brakes,[],,Front brake discs are cracked all the way around.,,,,,"[{""video_id"": ""P4nQsN7zNcA"", ""title"": ""This Golf R Has A HUGE LIST OF PROBLEMS!"", ""channel"": ""Calvin's Car Diary"", ""video_type_category"": ""organic"", ""trim"": ""R""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_r_mk7""]","{""R"": 1}",1,R,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,organic,"[""2.0_TSI""]","[""system_component=brakes is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]",
crank_walk_1_8_tsi_manual,Crank walk in manual 1.8 TSI,engine,"[""1.8_TSI""]",,Potential catastrophic engine failure due to undersized thrust bearings allowing crankshaft movement.,,,,,"[{""video_id"": ""4f1aVIA801g"", ""title"": ""VW Golf MK7 Issues of the Petrol Engines 2012-2020"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2013-2020""}",2013-2020,organic,,,
dashboard_dust_cover_scratches,Dashboard dust cover scratches easily,body,[],,Dashboard dust cover is extremely prone to scratching.,,,,,"[{""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,list_format,,,
dpf_clogging_risk,DPF clogging from short trips,exhaust,"[""2.0_TDI""]",,The diesel particulate filter can clog if the engine is not properly warmed up through regular longer drives.,,,,,"[{""video_id"": ""TgPQe12d_sw"", ""title"": ""VW 2.0 TDi (2012 on) EA288 Did They Avoid Those Common Problems & All You Need To Know"", ""channel"": ""TorqueCars"", ""video_type_category"": ""list_format"", ""trim"": ""TDI""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TDI"", ""years"": ""2012"", ""evidence_hits"": 1}]",,,,"[""diesel_only""]","{""TDI"": 1}",1,TDI,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,,,
dsg_gear_selector_issue,DSG gear selector issue,gearbox,"[""2.0_TSI""]",,Gear selector fault flashes on dash when moving out of park.,,,,,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""MK7 VW GOLF R BUYERS GUIDE : DO NOT BUY Without Watching This!"", ""channel"": ""Scottish Car Clan"", ""video_type_category"": ""list_format"", ""trim"": ""R""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_r_mk7""]","{""R"": 1}",1,R,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,,,
dsg_mechatronic_failure,DSG mechatronic unit failures,gearbox,"[""1.4_TSI"", ""2.0_TDI""]",,DSG transmissions can have clutch and mechatronics issues that are expensive to fix.,Mechatronic unit failure,Replace mechatronic unit and/or clutch pack,high,high,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",2002,1,"[""mechatronic"", ""mechatronics""]",youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,,,,
dual_mass_flywheel_failure,Dual mass flywheel failure,gearbox,"[""2.0_TDI""]",,"The dual mass flywheel can fail at very high mileage (200k+ miles), causing noises and vibration from the transmission.",,,,,"[{""video_id"": ""TgPQe12d_sw"", ""title"": ""VW 2.0 TDi (2012 on) EA288 Did They Avoid Those Common Problems & All You Need To Know"", ""channel"": ""TorqueCars"", ""video_type_category"": ""list_format"", ""trim"": ""TDI""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TDI"", ""years"": ""2012"", ""evidence_hits"": 1}]",,,,"[""all_vw_golf_mk7""]","{""TDI"": 1}",1,TDI,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,,,
early_turbo_failure,Early turbo prone to blowing,engine,"[""2.0_TSI""]",early 2015 models,Turbocharger failure or blowing up.,,,,,"[{""video_id"": ""2X5bj2gX5z4"", ""title"": ""Common Problems of VW MK7 GTI"", ""channel"": ""Lucas Huang"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": ""early 2015 models"", ""from_llm_year_parsed"": [""2015""], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""llm_phrase_only"", ""confidence"": ""medium"", ""triangulated"": ""2015""}",2015,list_format,,,
egr_cooler_clogging,EGR cooler clogging,exhaust,"[""2.0_TDI""]",,"The EGR cooler can clog up at high mileage, causing rough running, warning lights, and error codes.",,,,,"[{""video_id"": ""TgPQe12d_sw"", ""title"": ""VW 2.0 TDi (2012 on) EA288 Did They Avoid Those Common Problems & All You Need To Know"", ""channel"": ""TorqueCars"", ""video_type_category"": ""list_format"", ""trim"": ""TDI""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TDI"", ""years"": ""2012"", ""evidence_hits"": 1}]",,,,"[""all_vw_golf_mk7""]","{""TDI"": 1}",1,TDI,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,,,
excessive_oil_consumption_1_2_1_4_tsi,Excessive oil consumption,engine,"[""1.2_TSI"", ""1.4_TSI""]",made to mid-2014 plus the weakest 1.2 liter TSI made to 2017,"Engine consumes excessive amounts of oil, typically appearing after 100,000 km or later.",,,,,"[{""video_id"": ""4f1aVIA801g"", ""title"": ""VW Golf MK7 Issues of the Petrol Engines 2012-2020"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""1.2_TSI"", ""years"": ""2014-2017"", ""evidence_hits"": 3, ""pre_years"": [2014, 2017]}, {""engine"": ""1.4_TSI"", ""years"": ""2014-2017"", ""evidence_hits"": 4, ""pre_years"": [2014, 2017]}]",,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""made to mid-2014 plus the weakest 1.2 liter TSI made to 2017"", ""from_llm_year_parsed"": [""2013-2017""], ""from_transcript_context"": [""2013-2014""], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(llm_phrase, title)"", ""confidence"": ""high"", ""triangulated"": ""2013-2017""}",2013-2017,organic,,,
front_crankshaft_seal_leak,Front crankshaft seal oil leak,engine,"[""1.6_TDI"", ""2.0_TDI""]",,Oil leak from the front crankshaft seal on the timing belt side.,,,,,"[{""video_id"": ""ce2WTs_uBos"", ""title"": ""VW Golf MK7 Issues of the Diesel Engines 2012-2020"", ""channel"": ""different car review"", ""video_type_category"": ""organic"", ""trim"": ""TDI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""TDI"": 1}",1,TDI,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2013-2020""], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2013-2020""}",2013-2020,organic,,,
front_top_mount_wear,Front top mount wear,suspension,[],,Worn front top mounts or top mount bearings causing creaking or knocking noises.,,,,,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""MK7 VW GOLF R BUYERS GUIDE : DO NOT BUY Without Watching This!"", ""channel"": ""Scottish Car Clan"", ""video_type_category"": ""list_format"", ""trim"": ""R""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_r_mk7""]","{""R"": 1}",1,R,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,"[""2.0_TSI""]","[""system_component=suspension is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]",
fuel_filler_cap_stuck,Fuel filler cap stuck closed,body,[],,"The fuel filler cap gets stuck closed, sometimes due to actuator issues or plastic binding.",,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
fuel_flap_lock_sticky,Fuel flap lock sticky,body,[],,"Fuel flap lock is sticky and may not open correctly, requiring lubrication or new actuator.",,,,,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""MK7 VW GOLF R BUYERS GUIDE : DO NOT BUY Without Watching This!"", ""channel"": ""Scottish Car Clan"", ""video_type_category"": ""list_format"", ""trim"": ""R""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_r_mk7""]","{""R"": 1}",1,R,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,"[""2.0_TSI""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]",
fuel_injector_deterioration,Aging high-pressure fuel injectors,fuel,"[""2.0_TDI""]",,"Injectors deteriorate with age and high mileage, leading to power loss or rough running.",,,,,"[{""video_id"": ""TgPQe12d_sw"", ""title"": ""VW 2.0 TDi (2012 on) EA288 Did They Avoid Those Common Problems & All You Need To Know"", ""channel"": ""TorqueCars"", ""video_type_category"": ""list_format"", ""trim"": ""TDI""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""2.0_TDI"", ""years"": ""2012"", ""evidence_hits"": 1}]",,,,"[""all_vw_golf_mk7""]","{""TDI"": 1}",1,TDI,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,,,
fuel_injector_stuck_open,Fuel injectors sticking open,fuel,"[""2.0_TSI""]",,"Fuel injectors can get stuck open, flooding the engine with fuel and leaving the car stranded.",,,,,"[{""video_id"": ""UaYN_JlMb48"", ""title"": ""MK7 Volkswagen GTI - Common Problems"", ""channel"": ""CashedOutCars"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,,,
fuel_pump_failure_early_models,Fuel pump failure on early cars,fuel,"[""2.0_TSI""]",2015,"The fuel pump fails due to improper plating of components, causing the car to die.",,,,,"[{""video_id"": ""UaYN_JlMb48"", ""title"": ""MK7 Volkswagen GTI - Common Problems"", ""channel"": ""CashedOutCars"", ""video_type_category"": ""list_format"", ""trim"": ""GTI""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_gti_mk7""]","{""GTI"": 1}",1,GTI,0,True,"{""from_llm_year_phrase"": ""2015"", ""from_llm_year_parsed"": [""2015""], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""llm_phrase_only"", ""confidence"": ""medium"", ""triangulated"": ""2015""}",2015,list_format,,,
general_electrical_gremlins,Renowned for electronic gremlins,electrical,[],,The cars are renowned for electronics doing weird things independently of water damage.,,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
haldex_system_failure,Haldex system failure,other,[],,"Loss of rear-wheel drive, front wheels spin without rear assistance, especially in wet conditions.",,,,,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""MK7 VW GOLF R BUYERS GUIDE : DO NOT BUY Without Watching This!"", ""channel"": ""Scottish Car Clan"", ""video_type_category"": ""list_format"", ""trim"": ""R""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_r_mk7""]","{""R"": 1}",1,R,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,"[""2.0_TSI""]","[""system_component=other is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]",
high_mileage_oil_consumption,High mileage oil consumption,engine,"[""1.5_TSI""]",,"Engine consumes oil after hitting approximately 100,000 miles or 150,000 kilometers.",,,,,"[{""video_id"": ""ex_jlHto57E"", ""title"": ""Volkswagen’s 1.5 TSI engine: Common problems and advantages"", ""channel"": ""Dmitry Sapko"", ""video_type_category"": ""list_format"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""1.5_TSI"", ""years"": ""2014-2024"", ""evidence_hits"": 6}]",,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [""2014-2020""], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2017-2020""], ""from_model_scope_window"": [""2017-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""regex_enrichment_only"", ""confidence"": ""medium"", ""triangulated"": ""2017-2020""}",2017-2020,list_format,,,
kangaroo_effect,Kangaroo effect on manual gearbox,engine,"[""1.5_TSI""]",from the very beginning of its life and up to model year 2024,Engine may suddenly lower RPMs and nearly stall when starting in first gear with a manual transmission.,,,,,"[{""video_id"": ""ex_jlHto57E"", ""title"": ""Volkswagen’s 1.5 TSI engine: Common problems and advantages"", ""channel"": ""Dmitry Sapko"", ""video_type_category"": ""list_format"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""1.5_TSI"", ""years"": ""2014-2024"", ""evidence_hits"": 6}]",,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""from the very beginning of its life and up to model year 2024"", ""from_llm_year_parsed"": [], ""from_transcript_context"": [""2014-2020""], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2017-2020""], ""from_model_scope_window"": [""2017-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""regex_enrichment_only"", ""confidence"": ""medium"", ""triangulated"": ""2017-2020""}",2017-2020,list_format,,,
key_fob_battery_depletion,"Key fob battery dead, car won't open/start",electrical,[],,"The car won't open or start due to a dead key fob battery, often after ignoring a low battery warning.",Battery depletion in the key fob over time.,Replace key fob battery or use manual key slot in door handle and hold fob near start button to start car.,high,high,"[{""video_id"": ""wIKS8wlgu9I"", ""title"": ""VW Golf GTD - hidden features and ONE that could get you out of trouble!"", ""channel"": ""Mike Reports"", ""video_type_category"": ""organic"", ""trim"": ""GTD""}]",6,9,"[""key"", ""open"", ""key fob"", ""windows"", ""fob"", ""pad"", ""close"", ""open close"", ""hold"", ""start""]",youtube,1,1,1,,[],low,"[""key_fob_battery_depletion"", ""key_fob_battery_failure""]","[""all_vw_golf_mk7""]","{""GTD"": 1}",1,GTD,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,,,,
low_octane_fuel_knocking,Knocking with low octane fuel,fuel,"[""1.5_TSI""]",,Using fuel with an octane rating lower than 95 may cause slight knocking and loss of power.,,,,,"[{""video_id"": ""ex_jlHto57E"", ""title"": ""Volkswagen’s 1.5 TSI engine: Common problems and advantages"", ""channel"": ""Dmitry Sapko"", ""video_type_category"": ""list_format"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,"[{""engine"": ""1.5_TSI"", ""years"": ""2014-2024"", ""evidence_hits"": 6}]",,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [""2014-2020""], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2017-2020""], ""from_model_scope_window"": [""2017-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""regex_enrichment_only"", ""confidence"": ""medium"", ""triangulated"": ""2017-2020""}",2017-2020,list_format,,,
low_profile_tyre_pothole_impact,low profile tyre pothole impact,suspension,[],,Drivers experience a harsh 'bang' and discomfort when hitting potholes with low-profile tyres on standard 18” Nogaro alloys.,"Low-profile tyres on large alloy wheels reduce sidewall flexibility, transmitting more impact force from road imperfections.",Switch to tyres with higher sidewalls or smaller wheels to improve ride comfort and reduce impact damage risk.,high,high,"[{""video_id"": ""0KBFyZcZ_Cc"", ""title"": ""VW Golf GTD Review - after 8 years is it still any good?"", ""channel"": ""Mike Reports"", ""video_type_category"": ""organic"", ""trim"": ""GTD""}]",18,5,"[""tyre"", ""pothole"", ""wear"", ""hit"", ""wheels"", ""ive"", ""70000 miles"", ""nogaro alloys"", ""road noise"", ""nogaro""]",youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""GTD"": 1}",1,GTD,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,,,,
manual_clutch_slip,Manual clutch slip/failure,gearbox,"[""2.0_TSI""]",,"Clutch slips or shreds, even with standard power, requiring replacement.",,,,,"[{""video_id"": ""2JvUhYwgEGM"", ""title"": ""MK7 VW GOLF R BUYERS GUIDE : DO NOT BUY Without Watching This!"", ""channel"": ""Scottish Car Clan"", ""video_type_category"": ""list_format"", ""trim"": ""R""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""golf_r_mk7""]","{""R"": 1}",1,R,0,True,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2020""], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""engine""}",,list_format,,,
mirror_glass_detachment,Side mirror glass falls out,body,[],,"The glass of the side mirror can come loose, vibrate, and eventually fall out.",,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
mk7_paint_durability,Mark 7 paint less resilient,body,[],,The paint on the Mark 7 is reportedly nowhere near as resilient as the paint on the Mark 6.,,,,,"[{""video_id"": ""igRBrdqctV4"", ""title"": ""Everything that goes WRONG with a USED Volkswagen Golf (MK7/7.5)"", ""channel"": ""ReDriven"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",enum_augment,1,[],youtube,1,1,1,,,,,"[""all_vw_golf_mk7""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2013-2020""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2020"", ""fallback_window_source"": ""model_window""}",,organic,,,
