issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count,model_scope,trim_evidence,distinct_trim_count,dominant_trim,cross_trim_corroboration_count,trim_scope_warning,affected_years_evidence,affected_years_triangulated,merged_from_issue_ids,affected_engines_original,_scope_notes
poor_motorway_fuel_economy,Poor fuel economy on motorway runs,Poor motorway MPG,fuel,wear_item,low,medium,"[""0.9_TCE""]",,,"On a motorway run, the car only achieved around 40-41 mpg, which the driver attributes to the high cruising RPM and engine load.",High cruising RPM and engine load,Drive at lower speeds or accept characteristic,"[""Lower than expected MPG on motorways"", ""Frequent refueling""]",Check fuel consumption figures and compare to advertised values.,1,1,"[{""video_id"": ""Cf7MDFX--NE"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,Linked to high RPM at cruising speed.,1,"[""all_renault_clio_mk4""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2013""], ""from_engine_production_windows"": [""2013-2019""], ""from_model_scope_window"": [""2013-2019""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2013""}",2013,,,
r_link_infotainment_bugs,R-Link infotainment system bugs and crashes,Infotainment bugs,electrical,intermittent_fault,medium,high,[],,,"Infotainment system is buggy, slow, crashes, or interferes with climate controls.",,,"[""System lag"", ""Unexpected reboots""]",Test all infotainment and climate control functions thoroughly.,1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_renault_clio_mk4""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2019""], ""from_model_scope_window"": [""2013-2019""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2019"", ""fallback_window_source"": ""engine""}",,,"[""0.9_TCE"", ""1.2_NA"", ""1.2_TCE"", ""1.5_DCI""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
slow_automatic_gearbox,"Slow, lethargic automatic gearbox shifts",Slow automatic gearbox,gearbox,chronic_failure,medium,medium,"[""0.9_TCE"", ""1.2_NA"", ""1.2_TCE"", ""1.5_DCI""]",,,The automatic transmission changes gears very slowly and feels lethargic.,Transmission control software or clutch wear,Software update or transmission service,"[""Delayed gear changes"", ""Lack of responsiveness""]",Test drive to assess gear shift smoothness and response times.,1,1,"[{""video_id"": ""BpSVplvqdl4"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""auto_only""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2016""], ""from_engine_production_windows"": [""2013-2019""], ""from_model_scope_window"": [""2013-2019""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2016""}",2016,,,
speaker_distortion_high_volume,Speaker distortion at high volume levels,Speaker distortion,electrical,intermittent_fault,low,medium,[],,,"The upgraded sound system sounds fine until about two-thirds volume, after which it distorts and sounds like it's shaking itself to pieces.",Speaker or amplifier limitation,Speaker or amplifier upgrade/replacement,"[""Distortion at high volume"", ""Rattling from speakers""]",Test audio system at various volume levels during inspection.,1,1,"[{""video_id"": ""Cf7MDFX--NE"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,May only affect upgraded sound system options.,1,"[""all_renault_clio_mk4""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2013""], ""from_engine_production_windows"": [""2013-2019""], ""from_model_scope_window"": [""2013-2019""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2013""}",2013,,"[""0.9_TCE""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
start_stop_battery_drain,Start-stop system causes excessive battery drain,Battery drain,electrical,chronic_failure,high,high,[],,,"The start-stop system causes excessive battery drain, leading to dead batteries.",,,"[""Frequent need for jump starts"", ""Start-stop system deactivation""]",Check battery health and age; test start-stop function.,1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_renault_clio_mk4""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2019""], ""from_model_scope_window"": [""2013-2019""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2019"", ""fallback_window_source"": ""engine""}",,,"[""0.9_TCE"", ""1.2_NA"", ""1.2_TCE"", ""1.5_DCI""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
starter_motor_water_ingress,Starter motor water ingress and potential freezing,Starter motor water,electrical,chronic_failure,high,medium,[],,,"Water seeps into the starter motor, potentially freezing and preventing the car from starting.",Water ingress into starter motor housing,Replace or seal starter motor,"[""Difficulty starting in cold/damp conditions"", ""Unusual starter motor noise""]","Check starter motor area for signs of corrosion or water damage, especially in wet climates.",1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_renault_clio_mk4""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2019""], ""from_model_scope_window"": [""2013-2019""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2019"", ""fallback_window_source"": ""engine""}",,,"[""0.9_TCE"", ""1.2_NA"", ""1.2_TCE"", ""1.5_DCI""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
suspension_noise_damaged_roads,Excessive suspension noise on rough roads,Suspension noise,suspension,noise,low,high,[],,,Excessive noise from the suspension when driving on damaged roads.,,,"[""Clunks or rattles over bumps""]",Test drive on uneven surfaces and listen for unusual noises.,1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_renault_clio_mk4""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2019""], ""from_model_scope_window"": [""2013-2019""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2019"", ""fallback_window_source"": ""engine""}",,,"[""0.9_TCE"", ""1.2_NA"", ""1.2_TCE"", ""1.5_DCI""]","[""system_component=suspension is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
three_cylinder_roughness,Rough three-cylinder engine noise and vibration,Rough engine noise,engine,noise,low,medium,"[""0.9_TCE""]",,,"The driver notices a very interesting, rough noise coming from the engine bay, describing it as rougher than typical for a three-cylinder.",Inherent three-cylinder engine characteristics or mount wear,Engine mount inspection/replacement,"[""Excessive vibration"", ""Unusual engine noise""]",Listen for unusual engine noises and check engine mounts for wear.,1,1,"[{""video_id"": ""Cf7MDFX--NE"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,May be characteristic of the engine design.,1,"[""all_renault_clio_mk4""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2013""], ""from_engine_production_windows"": [""2013-2019""], ""from_model_scope_window"": [""2013-2019""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2013""}",2013,,,
vague_suspension_at_speed,Vague suspension feel at higher speeds,Vague suspension,suspension,structural,medium,medium,[],,,"Once going quicker, the suspension feels a bit loose, with space to move about in the lane and a feeling of the rear squiggling around.",Suspension bushings or damping characteristics,Suspension component inspection/replacement,"[""Loose steering feel at speed"", ""Rear instability""]","Test drive at various speeds, especially on motorways, to assess stability.",1,1,"[{""video_id"": ""Cf7MDFX--NE"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_renault_clio_mk4""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2013""], ""from_engine_production_windows"": [""2013-2019""], ""from_model_scope_window"": [""2013-2019""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2013""}",2013,,"[""0.9_TCE""]","[""system_component=suspension is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
vent_control_plastic_breakage,Fragile air vent control plastics break easily,Brittle vent controls,body,wear_item,low,high,[],,,Air vent controls are made from brittle plastic and can break easily.,,,"[""Loose or cracked vent slats""]",Inspect all air vent controls for cracks or looseness.,1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_renault_clio_mk4""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2019""], ""from_model_scope_window"": [""2013-2019""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2019"", ""fallback_window_source"": ""engine""}",,,"[""0.9_TCE"", ""1.2_NA"", ""1.2_TCE"", ""1.5_DCI""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
wiper_motor_failure,Front and rear wiper motor failure,Wiper motor failure,electrical,chronic_failure,medium,high,[],,,"Wiper motors fail permanently, causing wipers to stop working.",,,"[""Slow or jerky wiper movement"", ""Complete wiper stoppage""]","Test all wiper speeds and functions, including rear wiper.",1,1,"[{""video_id"": ""Xsh3AZ8Jh3M"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,"[""all_renault_clio_mk4""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2013-2019""], ""from_model_scope_window"": [""2013-2019""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2013-2019"", ""fallback_window_source"": ""engine""}",,,"[""0.9_TCE"", ""1.2_NA"", ""1.2_TCE"", ""1.5_DCI""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
wiper_motor_linkage_water_damage,Wiper motor and linkage water damage and corrosion,Wiper water damage,electrical,chronic_failure,medium,high,[],2016,,"Wipers stop halfway up the windshield and become stuck; wiper linkage shafts corrode and fail to spin, preventing wiper arm movement.",Water ingress causing corrosion of wiper motor and linkage components.,Replace corroded wiper motor and/or linkage assembly.,"[""Wipers moving slowly"", ""Unusual grinding noise from wiper mechanism""]",Check wiper operation and inspect for corrosion in the wiper linkage area under the cowl.,1,1,"[{""video_id"": ""5dBasmXLCkA"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,Two raw issues from the same video describe related water damage symptoms; merged into a single comprehensive issue.,1,"[""all_renault_clio_mk4""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""2016"", ""from_llm_year_parsed"": [""2016""], ""from_transcript_context"": [], ""from_source_video_titles"": [""2016""], ""from_engine_production_windows"": [""2013-2019""], ""from_model_scope_window"": [""2013-2019""], ""window_source"": ""engine"", ""content_combine_rule"": ""intersect(llm_phrase, title)"", ""confidence"": ""high"", ""triangulated"": ""2016""}",2016,,"[""0.9_TCE"", ""1.2_NA"", ""1.2_TCE"", ""1.5_DCI""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]"
