issue_id,label,label_short,system_component,issue_type,severity,confidence,affected_engines,affected_years,onset_km_range,symptom,cause,fix,warning_signs,inspection_advice,mention_count,distinct_channel_count,source_videos,source,data_quality,notes,corroboration_count,merged_from_issue_ids,model_scope,affected_engines_original,_scope_notes,trim_evidence,distinct_trim_count,dominant_trim,cross_trim_corroboration_count,trim_scope_warning,affected_years_evidence,affected_years_triangulated
glossy_plastic_fingerprints_dust,Glossy plastic attracts fingerprints and dust,Fingerprint magnet,body,other,low,high,[],,,"The glossy black plastic trim on the dashboard gets dirty easily, showing fingerprints and dust marks.",Material choice,Regular cleaning with microfiber cloth.,"[""Visible smudges and dust on dashboard""]",Inspect interior trim under bright light for cleanliness and wear.,1,1,"[{""video_id"": ""nFsGTPz5800"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,high,,1,,"[""all_vw_golf_mk8""]","[""1.4_EHYBRID""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2020-2025"", ""fallback_window_source"": ""engine""}",
gte_battery_degradation,Plug-in hybrid battery degradation and failure,PHEV battery failure,electrical,wear_item,high,high,[],,,High likelihood of needing a very expensive battery replacement due to natural degradation over time.,Natural battery degradation,Battery replacement,"[""Reduced electric range"", ""Battery warning light""]",Check the high-voltage battery's state of health via diagnostic scan.,1,1,"[{""video_id"": ""EryhYgmqNAk"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk8""]","[""1.4_EHYBRID""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2020-2025"", ""fallback_window_source"": ""engine""}",
haptic_steering_wheel_controls,Haptic steering wheel control usability,Poor haptic controls,electrical,intermittent_fault,low,high,[],,,Requires more presses and taking eyes off the road to operate climate controls.,,,"[""Frustrating control operation"", ""Distracting interface""]",Spend time operating the steering wheel controls during a test drive.,1,1,"[{""video_id"": ""B573CeuGMhM"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk8""]","[""2.0_TSI""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2020-2025"", ""fallback_window_source"": ""engine""}",
headlight_foreign_object,Foreign object inside headlight assembly,Headlight debris,body,other,low,medium,[],,,"A small piece of plastic was loose inside the passenger front headlight, bouncing around when driving.",,,[],Inspect headlight assemblies for loose debris or rattling sounds.,1,1,"[{""video_id"": ""2cfJPerhPss"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk8""]","[""2.0_TSI""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2025""], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2025""}",2025
ignition_coil_pack_failure,Ignition coil pack failure,Ignition Coils,engine,intermittent_fault,medium,high,"[""2.0_TSI""]",,,"Engine misfire codes (P0300-P0304), poor running, or rough idle.",Coil pack failure.,Replace faulty ignition coil(s).,"[""Misfires"", ""Rough idle"", ""Check engine light for cylinder misfire""]",Scan for misfire codes and inspect ignition coils and spark plugs.,1,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk8""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2020""], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2020""}",2020
infotainment_screen_failure,Infotainment screen lag or unresponsiveness,Infotainment lag,electrical,intermittent_fault,medium,high,[],2021 and 2022,,The infotainment screen is really laggy or unresponsive.,,,"[""Screen lag"", ""Unresponsive touch controls""]",Test all infotainment functions thoroughly during a test drive.,1,1,"[{""video_id"": ""EryhYgmqNAk"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk8""]","[""1.0_ETSI"", ""1.0_TSI"", ""1.4_EHYBRID"", ""1.5_ETSI"", ""1.5_TSI"", ""2.0_TDI"", ""2.0_TSI""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""2021 and 2022"", ""from_llm_year_parsed"": [""2021-2022""], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""llm_phrase_only"", ""confidence"": ""medium"", ""triangulated"": ""2021-2022""}",2021-2022
manual_gear_change_notchy,Notchy manual gear change,Notchy gearbox,gearbox,intermittent_fault,low,high,"[""1.0_ETSI"", ""1.0_TSI"", ""1.5_ETSI"", ""1.5_TSI"", ""2.0_TDI""]",2019,,"The manual gear change feels notchy and imprecise, detracting from driving smoothness.",,,"[""Notchy shifting feel"", ""Imprecise gear engagement""]","Test all gears thoroughly during a test drive, especially when cold.",1,1,"[{""video_id"": ""A2gnwh7qYCk"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk8""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""2019"", ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2020""], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2020""}",2020
pcv_failure_rear_main_seal_leak,PCV failure causing rear main seal leak,PCV / Oil Leak,engine,fluid_leak,medium,high,"[""2.0_TSI""]",,,Oil leak from the rear of the engine.,PCV failure pressurizing the crankcase.,Replace PCV valve and rear main seal as needed.,"[""Oil spots under car"", ""Oil consumption""]",Inspect engine rear for oil leaks and check PCV system function.,1,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk8""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2020""], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2020""}",2020
pcv_valve_diaphragm_failure,PCV valve/diaphragm failure,PCV failure,engine,wear_item,medium,high,"[""EA888 Gen 3"", ""EA888 Gen 4""]",,,"Engine oil consumption, rough idle, or oil leaks.",PCV valve or diaphragm wear/rupture,PCV valve replacement,"[""Increased oil consumption"", ""Rough idle"", ""Oil leaks around valve cover""]",Check for oil leaks and monitor oil consumption.,1,1,"[{""video_id"": ""ADUK5PFB4k4"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format"", ""trim"": ""base""}]",youtube,high,,1,,"[""all_vw_golf_mk8""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2020-2025"", ""fallback_window_source"": ""model_window""}",
phev_boot_cable_storage,No dedicated storage for PHEV charging cables,No cable storage,body,structural,low,high,[],,,"There is no dedicated storage compartment for the charging cables in the plug-in hybrid version, forcing them to take up boot space.",Design omission,Use aftermarket storage bag or place cables in boot.,"[""Cables loose in boot""]",Check boot for included cables and assess available storage space.,1,1,"[{""video_id"": ""nFsGTPz5800"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,high,,1,,"[""all_vw_golf_mk8""]","[""1.4_EHYBRID""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2020-2025"", ""fallback_window_source"": ""engine""}",
plastic_oil_pan_plug_leak,Plastic oil pan and plug leaks,Oil pan leak,engine,fluid_leak,medium,medium,"[""2.0_TSI""]",,,Potential oil leaks if the plastic drain plug is reused or from heat-cycled plastic oil pan.,Plastic drain plug or pan failure,Replace drain plug or oil pan,"[""Oil spots under car"", ""Low oil level""]",Inspect oil pan and drain plug area for leaks.,1,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,Avoid reusing plastic drain plug.,1,,"[""all_vw_golf_mk8""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2020""], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2020""}",2020
stone_chips_front_bonnet,Stone chips on bonnet leading edge,Bonnet stone chips,body,wear_item,low,medium,[],,,The front end is prone to picking up stone chips along the leading edge of the bonnet.,Paint/design vulnerability,Paint protection film or touch-up,"[""Paint chips on front bonnet edge""]",Inspect front bonnet leading edge for stone chip damage.,1,1,"[{""video_id"": ""zWCiJW8C63U"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk8""]","[""1.0_ETSI"", ""1.0_TSI"", ""1.4_EHYBRID"", ""1.5_ETSI"", ""1.5_TSI"", ""2.0_TDI"", ""2.0_TSI""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2020""], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2020""}",2020
subframe_bolt_issue,Front subframe bolt clunking,Subframe clunk,suspension,noise,medium,medium,[],,,Clunking sound from the front end not caused by worn dampers or bushings.,Subframe bolt issue,Tighten or replace subframe bolts,"[""Front end clunking over bumps""]",Listen for clunks from front suspension over bumps and check subframe bolts.,1,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk8""]","[""all""]","[""system_component=suspension is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2020""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2020""}",2020
sunroof_operation_failure,Sunroof fails to open or close,Sunroof,body,intermittent_fault,low,medium,[],,,The sunroof opened one day and could not be closed for a couple of days.,,,[],,1,1,"[{""video_id"": ""2cfJPerhPss"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""organic"", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk8""]","[""2.0_TSI""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2025""], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2025""}",2025
sunroof_seal_failure,Sunroof seal fitment or part issue,Sunroof leak,body,fluid_leak,medium,medium,[],,,Potential water ingress due to incorrectly fitted or inadequately sized factory sunroof seal.,Incorrect seal fitment or part,Reseal or replace sunroof seal,"[""Water stains on headliner"", ""Damp interior""]",Check for water marks around sunroof and headliner after rain.,1,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk8""]","[""all""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2020""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2020""}",2020
timing_chain_tensioner_failure,Timing chain tensioner failure,Timing chain,engine,chronic_failure,high,high,"[""EA888 Gen 1"", ""EA888 Gen 2""]",pre-Mark 7,,Potential for catastrophic engine damage from timing chain failure.,Tensioner design flaw,Timing chain and tensioner replacement,"[""Rattling noise from engine on startup"", ""Check engine light""]",Check service history for timing chain replacement; listen for startup rattle.,1,1,"[{""video_id"": ""ADUK5PFB4k4"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format"", ""trim"": ""base""}]",youtube,high,Well-documented issue in earlier EA888 generations.,1,,"[""all_vw_golf_mk8""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""pre-Mark 7"", ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2020-2025"", ""fallback_window_source"": ""model_window""}",
torsion_beam_ride_quality,Harsh ride with torsion beam rear suspension,Harsh ride,suspension,structural,medium,high,[],,,"On base models with torsion beam rear suspension, the rear of the car thumps and clatters heavily over transverse road ridges or repairs.",Torsion beam rear suspension design,Consider models with independent rear suspension if ride comfort is a priority.,"[""Excessive noise from rear over bumps"", ""Jarring impacts""]","Drive over uneven surfaces, speed bumps, and repaired road sections to assess rear suspension comfort.",1,1,"[{""video_id"": ""P9DleUljRjA"", ""title"": ""..."", ""channel"": ""..."", ""video_type_category"": ""..."", ""trim"": ""base""}]",youtube,high,,1,,"[""all_vw_golf_mk8""]","[""1.0_ETSI"", ""1.0_TSI"", ""1.4_EHYBRID"", ""1.5_ETSI"", ""1.5_TSI"", ""2.0_TDI"", ""2.0_TSI""]","[""system_component=suspension is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2020""], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2020""}",2020
turbocharger_failure,Turbocharger failure,Turbo failure,engine,chronic_failure,high,high,"[""EA888 Gen 1"", ""EA888 Gen 2"", ""EA888 Gen 3""]","pre-Mark 7, early Mark 7 generation",,Loss of boost pressure and potential turbocharger seizure.,Turbocharger design or component wear,Turbocharger replacement,"[""Loss of power"", ""Whining or grinding noises from turbo"", ""Excessive smoke from exhaust""]","Check for turbo shaft play, oil leaks, and listen for unusual noises.",1,1,"[{""video_id"": ""ADUK5PFB4k4"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""list_format"", ""trim"": ""base""}]",youtube,high,Merged 'turbo_failure_gen1_gen2' and 'early_mk7_turbo_failure' as same component failure across generations.,1,,"[""all_vw_golf_mk8""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""pre-Mark 7, early Mark 7 generation"", ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""model_window"", ""content_combine_rule"": ""no_content"", ""confidence"": ""low"", ""fallback_window"": ""2020-2025"", ""fallback_window_source"": ""model_window""}",
turbocharger_manifold_seal_failure,Turbocharger to manifold seal failure,Turbo Seal,engine,chronic_failure,high,medium,"[""2.0_TSI""]",2015 to 2017,,Turbo failure.,Weak turbo-to-manifold seal on specific turbo unit (06K 145 702N).,Replace turbocharger or repair seal.,"[""Loss of boost"", ""Unusual turbo noises"", ""Check engine light""]",Verify turbo model and check for boost leaks or fault codes related to turbo performance.,1,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,Specific to certain turbo units and model years.,1,,"[""all_vw_golf_mk8""]",,,"{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": ""2015 to 2017"", ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2020""], ""from_engine_production_windows"": [""2020-2025""], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""engine"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2020""}",2020
washer_fluid_sensor_failure,Washer fluid sensor failure,Washer sensor fault,electrical,sensor_fault,low,medium,[],,,"Engine management light for washer fluid or sensor rattle, often due to incorrect fluid use.",Sensor failure or incorrect fluid,Replace sensor or use correct fluid,"[""Warning light"", ""Rattle from reservoir""]",Check washer fluid warning light and listen for reservoir rattle.,1,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,Often due to incorrect fluid.,1,,"[""all_vw_golf_mk8""]","[""all""]","[""system_component=electrical is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2020""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2020""}",2020
water_ingress_speaker_bracket,Water ingress from door speaker bracket,Door water leak,body,fluid_leak,medium,medium,[],,,Damp or discolored carpet in passenger footwell from a crack in the door speaker mounting bracket.,Cracked door speaker bracket,Seal or replace bracket,"[""Damp footwell carpet"", ""Discoloration""]",Check passenger footwell carpet for dampness and inspect door speaker brackets.,1,1,"[{""video_id"": ""5XND3jWg3sc"", ""title"": ""None"", ""channel"": ""None"", ""video_type_category"": ""None"", ""trim"": ""base""}]",youtube,medium,,1,,"[""all_vw_golf_mk8""]","[""all""]","[""system_component=body is not engine-scoped; cleared affected_engines (original preserved in affected_engines_original).""]","{""base"": 1}",1,base,0,False,"{""from_llm_year_phrase"": null, ""from_llm_year_parsed"": [], ""from_transcript_context"": [], ""from_source_video_titles"": [""2020""], ""from_engine_production_windows"": [], ""from_model_scope_window"": [""2020-2025""], ""window_source"": ""model_window"", ""content_combine_rule"": ""title_only"", ""confidence"": ""medium"", ""triangulated"": ""2020""}",2020
